controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
9.69,6.49,11.44,3.37,4.36,0.13,1.76,0.23,29.01,0.16,3.72,0.17,0.39,2.22,0.18,-0.08,0.07,0.25,38.51,0.16,0.02,2.48,0.34,0.07,0.09,38,29,1,13.19,0.03,1.83,12.37,11.71,1.31,237,4,2.99355435302374,0.2,59.63,0.76,1.09,0
5.66,5.88,16.6,4.36,4.46,0.09,1.57,0.24,30.64,0.31,2.97,0.32,0.25,1.54,0.16,-0.1,0.05,0.29,20.58,0.33,0.04,1.61,0.48,0.14,0.08,46,13,2,14.48,0.02,0.52,19.63,17.2,1.08,258,4,2.99446307108171,0.2,81.43,0.75,1.29,0
7.08,6.92,12.66,2.2,4.23,0.08,1.75,0.32,28.2,0.38,2.58,0.31,0.23,1.4,0.1,-0.13,0.05,0.14,33.02,0.33,0.02,2.27,0.77,0.05,0.07,45,26,5,6.54,0.11,1.5,6.5,16.11,1.81,39,1,0.01776644761293,13.83,108.26,0.2,3.01,1
5.2,4.58,17.85,3.92,2.84,0.3,3.44,0.38,37.55,0.29,1.97,0.31,0.16,0.92,0.19,-0.18,0.11,0.15,31.08,0.25,0.04,0.74,0.16,0.15,0.06,26,16,0,10.85,0.14,0.47,16.55,18.36,1.19,2118,16,1.68753565974988,2.87,537.01,0.24,6.42,0
12.44,4.98,11.17,2.25,3.33,0.09,2.63,0.45,23.27,0.28,2.61,0.21,0.35,2.26,0.1,-0.18,0.06,0.31,33.35,0.27,0.04,1.3,1.02,0.11,0.07,25,30,3,15.02,0.06,0.95,12.97,9.34,0.3,7,0,0.022713389327765,10.47,90.28,0.12,2.28,1
14.98,6.49,14.73,2.32,2.2,0.26,1.64,0.45,33.88,0.35,2.85,0.22,0.35,1.23,0.09,-0.14,0.04,0.47,21.15,0.29,0.03,2.43,0.8,0.14,0.14,31,13,4,8.04,0.05,1.77,11.59,14.2,1.43,56,0,0.024210641223759,41.73,339.34,0.12,9.65,1
9.27,3.69,13.28,2.92,3.05,0.17,3.86,0.37,10.5,0.2,3.42,0.21,0.25,2.1,0.16,-0.15,0.04,0.21,37.69,0.34,0.03,1.29,1.27,0.12,0.14,49,26,5,10.05,0.05,1.85,13.32,9.29,0.48,19,0,0.028193715146713,8.37,68.71,0.56,1.62,1
5.61,3.39,14.68,2.02,3.07,0.19,3.86,0.44,34.8,0.26,3.71,0.21,0.36,0.93,0.11,-0.01,0.12,0.12,33.83,0.26,0.02,1.89,0.6,0.12,0.13,29,29,4,17.67,0.14,1.76,18.16,9.37,0.81,457,7,0.032001506557691,8.83,188.28,0.26,3.42,0.5
11.81,6.44,17.55,2.59,3.42,0.24,1.85,0.44,14.37,0.19,3.24,0.19,0.34,1.54,0.09,-0.02,0.05,0.13,25.13,0.24,0.04,0.85,0.95,0.09,0.12,35,27,2,6.74,0.11,1.24,15.55,18.55,1.67,438,4,2.03767354774325,1.16,59.07,0.12,0.66,0
12.34,5.32,19.87,1.85,4.22,0.1,2.5,0.37,17.46,0.14,3.77,0.27,0.26,1.47,0.18,-0.24,0.07,0.35,38.72,0.2,0.04,1.69,1.15,0.07,0.09,50,13,4,10.09,0.04,0.91,10.48,3.79,1.39,513,4,3.98140739030711,6.85,85.42,0.44,1.49,0
5.83,4.94,19.1,2.89,3.22,0.12,3.28,0.23,19.55,0.29,3.63,0.27,0.16,0.95,0.09,-0.12,0.09,0.13,28.82,0.31,0.03,2.11,1.33,0.05,0.11,45,28,5,16.2,0.11,0.58,16.84,17.66,1.19,5,0,0.013527817675449,10.16,90.68,0.24,2.67,1
10.8,4.18,13.37,2.45,3.65,0.2,3.15,0.28,27.96,0.3,3.59,0.33,0.34,2.29,0.12,-0.15,0.06,0.28,26.05,0.26,0.03,1.25,1.2,0.09,0.07,25,26,2,9.64,0.13,1.29,19.31,14.57,1.03,5,2,0.030156064770142,10.68,77.19,0.2,2.05,1
13.5,5.07,13,2.13,2.24,0.09,2.52,0.48,26.96,0.28,2.2,0.27,0.31,1.23,0.09,-0.13,0.1,0.12,31.79,0.29,0.04,1.92,0.13,0.1,0.14,22,11,4,18.14,0.1,1.35,19.81,17.91,1.58,4,4,1.96313273087949,8.58,100.22,0.25,3,0.5
8.1,3,11.85,3.87,3.66,0.17,2.05,0.33,30.36,0.31,3.19,0.21,0.18,1.01,0.11,-0.13,0.09,0.27,27.82,0.22,0.04,1.9,1.49,0.12,0.13,41,15,4,12.72,0.06,1.36,9.68,5.58,1.87,24,2,0.069224691600904,20.33,175.65,0.18,5.06,1
6.63,6.75,17.22,4.05,2.8,0.26,3.58,0.38,15.82,0.23,3.45,0.19,0.34,0.75,0.2,-0.09,0.14,0.27,40.56,0.25,0.03,2.03,1.28,0.07,0.12,33,28,0,10.73,0.13,1.93,15.18,13.92,0.92,3488,36,2.33564082586831,8.65,958.95,0.38,16.11,0
8.49,5.04,18.5,1.44,3.14,0.11,2.6,0.41,14.92,0.15,1.63,0.32,0.17,0.62,0.19,-0.15,0.11,0.27,39.57,0.15,0.03,2.11,0.45,0.09,0.1,29,16,4,13.62,0.14,1.47,15.78,7.34,1.09,1289,14,2.26037694373263,6.42,361.39,0.37,7.32,0
12.55,6.39,13.15,1,4.09,0.27,3.75,0.28,29.11,0.32,1.75,0.18,0.26,1.84,0.17,-0.23,0.14,0.48,33.95,0.29,0.03,1.21,0.91,0.15,0.14,37,23,0,18.49,0.06,1.55,11.39,4.7,1.76,88,1,0.02968143319211,8.81,69.19,0.14,1.8,1
14.69,5.8,15.07,2.7,2.94,0.05,2.07,0.35,32.65,0.39,3.71,0.15,0.3,1.5,0.1,-0.22,0.07,0.44,43.91,0.17,0.02,0.86,0.12,0.14,0.14,21,15,4,13.55,0.11,1.88,12.24,19.32,1.56,18,8,0.071081192954178,16.7,211.22,0.15,6.22,1
9.41,4.06,12.59,3.39,4.19,0.28,2.66,0.25,19.06,0.25,2.51,0.37,0.35,1.64,0.09,-0.2,0.03,0.19,26.88,0.23,0.02,2.08,0.31,0.08,0.09,35,20,1,13.48,0.04,0.62,7.86,17.47,1.61,6,2,0.061775042334097,9.25,66.02,0.27,1.8,1
6.02,3.32,15.13,2.1,2.23,0.13,2.87,0.38,39.68,0.3,3.28,0.23,0.28,1.18,0.15,-0.28,0.05,0.19,37.82,0.2,0.03,1.76,1.24,0.13,0.06,22,11,2,7.8,0.12,0.43,10.61,4.39,0.34,18,0,0.077681534118361,12.49,87.94,0.16,2.41,1
13.46,5.73,16.96,3.42,4.19,0.16,1.6,0.38,36.41,0.37,2.04,0.26,0.18,2.09,0.21,-0.1,0.04,0.2,25.39,0.32,0.03,2,0.86,0.14,0.14,28,29,1,18.98,0.06,1.05,8.49,3.06,1.62,466,4,2.99321795559113,0.13,69.7,0.74,1.17,0
14.7,6.53,18.87,3.26,2.38,0.23,3.86,0.37,32.49,0.24,1.83,0.35,0.35,0.7,0.13,-0.11,0.02,0.5,33.59,0.32,0.02,1.54,0.76,0.09,0.09,27,21,4,12.54,0.02,1.37,18.59,13.74,1.82,567,4,2.14013062877362,1.05,53.97,0.48,0.43,0
6.68,6.04,16.53,4.59,3.65,0.07,1.7,0.39,16.79,0.19,1.63,0.22,0.39,1.16,0.11,-0.09,0.11,0.32,29.66,0.3,0.02,2.13,1.35,0.06,0.11,35,18,1,17.42,0.07,1.48,7.39,12.54,1.66,101,0,0.055497220813855,9.09,78.46,0.13,1.84,1
5.94,5.28,16.7,4.1,2.99,0.17,1.63,0.43,15.65,0.13,1.79,0.17,0.16,1.65,0.18,-0.29,0.09,0.21,31.18,0.17,0.04,0.75,1.39,0.13,0.08,23,21,5,16.5,0.13,1.39,12.05,3.78,1.58,254,4,2.99432417788915,0.17,79.49,0.75,1.25,0
9.8,6.42,14.87,1.45,3.62,0.19,2.25,0.37,26.8,0.16,2.76,0.29,0.31,2.38,0.08,-0.2,0.15,0.12,39.45,0.31,0.02,0.6,0.85,0.08,0.11,22,12,4,8.25,0.09,0.97,14.55,3.02,0.61,2,3,1.51358285389418,6.69,102.26,0.3,2.47,0.5
10.29,6.24,11.34,4.78,3.57,0.12,2.56,0.34,15.24,0.13,2.99,0.21,0.3,1.41,0.16,-0.11,0.04,0.47,43.57,0.26,0.03,1.16,1.32,0.14,0.11,26,20,5,5.85,0.02,1.37,11.97,10.55,1.74,19,2,0.021882007773279,7.19,57.68,0.13,1.29,0.5
13.85,3.85,12.6,1.61,3.24,0.16,1.8,0.49,15.82,0.22,1.53,0.2,0.28,2.11,0.16,-0.02,0.07,0.28,22.6,0.21,0.03,1.89,0.57,0.13,0.05,41,21,0,17.99,0.04,0.76,19.49,3.74,0.34,358,4,1.9676696732745,1.2,38.4,0.12,0.43,0
9.38,4.69,18.55,4.34,3.37,0.27,2.27,0.45,39.73,0.23,2.9,0.25,0.18,2.21,0.11,0,0.04,0.33,30.02,0.31,0.04,1.45,0.39,0.06,0.1,26,22,0,8.28,0.14,0.91,5.65,16.4,1.21,368,4,1.92802002248449,1.3,56.18,0.78,0.66,0
12.6,5.99,19.89,2.8,3.48,0.23,2,0.45,34.65,0.35,1.61,0.39,0.19,1.01,0.13,-0.2,0.06,0.22,34.22,0.27,0.03,0.5,0.26,0.11,0.14,41,15,3,7.93,0.13,1.03,14.26,14.03,0.79,120,4,0.030330293155704,50.38,391.11,0.12,11.24,1
5.51,6.66,10.04,4.01,2.38,0.18,3.6,0.48,13.83,0.34,3.52,0.31,0.2,2.43,0.11,-0.22,0.06,0.2,41.4,0.26,0.03,0.97,1.08,0.14,0.1,40,10,5,13.02,0.14,1.07,7.66,13.77,1.46,4,4,0.07799407925404,17.57,200.06,0.26,5.81,0
14.86,4.76,16.42,2.88,3.76,0.23,2.86,0.49,39.77,0.33,3.94,0.26,0.31,0.88,0.11,-0.07,0.05,0.42,36.61,0.35,0.04,1.56,1.46,0.13,0.08,27,23,5,13.85,0.15,0.9,13.77,14.85,1.06,496,4,2.2207372783983,0.91,46.74,0.69,0.43,0
7.26,5.71,11.58,4.98,3.45,0.23,3.82,0.39,23.12,0.27,3.33,0.33,0.31,1.38,0.13,-0.09,0.11,0.11,24,0.17,0.02,1.3,1.48,0.09,0.08,30,20,2,19.22,0.13,0.49,19.3,19.3,1.22,113,3,0.055317348072616,6.17,70.62,0.13,1.29,0.5
8.62,5.18,15.46,3.4,2.3,0.1,2.11,0.41,25.87,0.3,2.41,0.25,0.32,0.65,0.17,-0.25,0.06,0.32,34.71,0.16,0.04,1.67,1.46,0.07,0.13,34,14,2,10.51,0.12,1.76,13.46,16.98,1.58,296,5,0.574322974014094,4.59,78.34,0.28,1.41,0
8.42,3.47,10.28,3.1,4.28,0.09,1.98,0.43,15.27,0.23,1.52,0.19,0.22,1.11,0.12,-0.08,0.08,0.42,41.86,0.33,0.04,0.64,1.43,0.08,0.06,41,28,2,13.44,0.04,0.22,5.88,13.12,0.79,73,1,0.018503392980179,8.31,88.23,0.12,2.08,1
10.88,6.95,15.13,2.3,3.7,0.15,1.73,0.33,16.28,0.37,3.93,0.21,0.27,1.91,0.21,-0.24,0.02,0.25,31.85,0.34,0.03,2.07,0.23,0.15,0.1,26,30,3,15.44,0.05,0.25,14.59,14.45,1.96,338,4,2.9932719296388,0.18,66.72,0.76,1.1,0
8.57,3.87,13.21,2.52,2.92,0.13,2.51,0.42,38.57,0.39,3.55,0.32,0.35,1.55,0.1,-0.2,0.06,0.4,42.26,0.34,0.03,2.27,0.12,0.12,0.14,26,22,0,7.43,0.11,1.43,15.28,18.43,1.03,49,1,0.052364062623515,12.76,99.87,0.16,2.79,1
7.25,5.39,13.73,1.09,3.29,0.15,2.18,0.36,36.79,0.19,3.33,0.34,0.19,0.5,0.2,-0.04,0.12,0.46,35.39,0.19,0.02,1.68,0.18,0.06,0.11,23,15,2,12.03,0.12,0.64,7.63,3.87,1.46,1156,24,1.93718430595982,7.51,470.76,0.29,10.21,0
8.15,5.26,16.39,3.59,4.14,0.17,1.56,0.49,14.63,0.37,2.84,0.17,0.3,0.85,0.14,-0.26,0.13,0.3,35.6,0.33,0.04,1.22,0.48,0.09,0.07,49,17,4,17.46,0.12,0.72,13.98,18.88,0.47,18,0,0.011152877781519,14.24,118.17,0.14,3.21,1
10.46,3.41,12.86,3.74,2.33,0.21,2.76,0.39,28.49,0.12,3.17,0.37,0.38,2.32,0.08,-0.29,0.11,0.11,20.04,0.23,0.02,2.46,1.5,0.06,0.11,42,22,5,13.79,0.09,1.78,5.85,11.26,1.67,49,4,0.119358007737465,12.37,125.96,0.14,3.46,1
6.34,4.25,15.85,4.31,3.14,0.21,3.62,0.4,34.43,0.13,2.37,0.2,0.37,1.83,0.18,-0.1,0.1,0.28,30.39,0.16,0.04,0.92,0.21,0.13,0.06,22,29,0,19.34,0.07,0.97,9.21,18.2,0.91,354,6,2.15773313900657,1.5,81.47,0.22,1.05,0
14.97,4.28,15.9,4.98,3.19,0.15,1.53,0.34,38.43,0.22,1.56,0.26,0.26,0.8,0.2,-0.24,0.02,0.35,34.43,0.33,0.02,1.78,0.95,0.14,0.08,50,26,4,15.41,0.1,1.63,11.4,17.9,1.12,728,3,0.04483658580472,8.82,122.5,0.22,2.48,1
13.79,5.9,19.21,4.72,2.97,0.27,2.59,0.52,12.46,0.27,1.69,0.22,0.37,2.29,0.11,-0.24,0.1,0.17,42.44,0.2,0.03,0.9,1.38,0.07,0.14,45,12,1,8.83,0.07,1.58,18.88,9.94,0.48,10,2,2.15506160001843,9.03,91.17,0.13,2.6,0.5
5.62,4.44,14.02,1.97,2.04,0.27,1.77,0.27,36.21,0.27,3.87,0.18,0.4,1,0.12,-0.19,0.13,0.21,40.33,0.24,0.03,1.95,0.44,0.05,0.07,23,29,1,15.31,0.09,1.4,18.37,14.09,0.84,12,0,0.066418707792971,9.6,80.41,0.27,2.2,1
5.55,3.83,11.74,4.62,2.55,0.3,1.69,0.39,36.33,0.29,2.08,0.24,0.28,1.1,0.14,-0.22,0.14,0.39,44.58,0.25,0.02,0.84,1.36,0.08,0.11,49,13,5,16.26,0.06,0.97,16.67,6.69,1.16,39,0,0.064929144691109,18.34,123.09,0.12,3.26,1
6.07,6.47,19.8,1.39,3.1,0.15,3.2,0.26,14.82,0.28,2,0.27,0.24,1.1,0.12,-0.03,0.1,0.13,29.53,0.27,0.03,1.19,0.97,0.09,0.08,47,18,0,13.16,0.03,1.22,16.14,8.36,0.43,11,2,1.64997438533576,5.78,89.28,0.2,1.92,0.5
7.24,3.96,18.81,1.01,2.1,0.15,2.59,0.32,20.69,0.11,2.62,0.36,0.25,1.59,0.16,-0.23,0.12,0.27,41.16,0.26,0.04,0.7,0.35,0.1,0.14,43,23,2,18.4,0.03,0.24,8.7,10.1,0.68,79,0,0.047667876999726,22.27,137.37,0.14,3.7,1
13.02,6.63,16.9,3.21,2.13,0.21,2.64,0.25,34.39,0.23,2.44,0.21,0.18,2.09,0.17,-0.2,0.07,0.17,39.31,0.22,0.02,0.8,0.14,0.08,0.07,38,11,4,18.62,0.03,0.53,7.5,8.68,1.06,17,1,0.047925316654207,11.76,102.37,0.32,2.61,1
12.2,5.61,15.06,3.53,3.12,0.17,2.6,0.35,21.82,0.29,1.55,0.39,0.38,1.11,0.14,-0.24,0.01,0.2,31.79,0.24,0.02,0.94,1.34,0.15,0.11,47,17,0,8.09,0.04,0.23,12.63,11.77,0.65,7,0,0.041211354680101,8.58,40.39,0.17,1.08,1
12.75,3.36,17.15,4.5,4.09,0.08,3.51,0.27,28.06,0.28,2.85,0.36,0.29,1.97,0.17,-0.22,0.05,0.45,37.75,0.26,0.03,1.27,0.63,0.11,0.07,24,19,4,8.8,0.14,1.16,14.13,10.93,0.81,60,0,0.036733620477847,10.31,61.93,0.24,1.65,1
7.6,6.53,17.07,1.01,4.05,0.18,3.52,0.5,11.35,0.23,3.48,0.4,0.16,2.03,0.11,-0.19,0.06,0.17,38.98,0.22,0.04,1.65,1.48,0.11,0.06,34,28,5,11.59,0.1,0.5,19.22,17.86,0.33,13,1,0.025958015904934,11.61,120.44,0.18,3.22,1
5.17,6.66,17.59,2.32,2.73,0.2,3.41,0.34,37.02,0.37,2.93,0.3,0.38,0.69,0.15,-0.07,0.14,0.11,23.99,0.16,0.02,1.7,0.27,0.08,0.13,27,22,1,10.33,0.1,1.42,9.58,12.88,0.53,313,2,2.04384146185142,5.12,96.09,0.56,1.33,0.5
9.43,3.44,12.81,4.62,3.15,0.29,2.4,0.49,30.57,0.29,1.5,0.19,0.39,1.75,0.2,-0.18,0.12,0.32,33.76,0.16,0.04,1.91,0.69,0.14,0.14,38,13,1,9.9,0.12,0.4,17.14,6.55,1.72,256,4,2.99345384252411,0.17,64.42,0.75,1.2,0
13.09,5.3,12.78,4.55,4.46,0.2,2.47,0.42,24.04,0.21,3.81,0.39,0.19,1.83,0.08,-0.28,0.02,0.14,36.24,0.18,0.04,1.71,0.89,0.06,0.09,46,25,3,6.35,0.03,1.14,9.09,8.69,1.5,3,2,0.056871894989457,8.61,80.76,0.16,2.04,1
5.68,6.08,10.22,3.63,3.62,0.3,1.87,0.39,37.1,0.15,3.51,0.31,0.33,1.73,0.19,-0.07,0.06,0.19,43.78,0.27,0.03,1.79,0.45,0.14,0.07,22,11,2,12.96,0.08,1.58,10.36,9.82,0.43,191,4,2.9942288396648,0.15,71.44,0.75,1.21,0
9.86,3.91,16.12,1.73,2.4,0.05,2.27,0.49,26.45,0.11,1.94,0.22,0.16,0.69,0.1,-0.25,0.01,0.43,38.66,0.3,0.04,1.6,0.27,0.05,0.07,32,28,4,18.9,0.11,1.23,18.98,7.19,0.7,13,1,0.05913550900631,10.1,99.82,0.22,2.89,1
11.86,3.04,13.03,1.66,3.35,0.25,3.42,0.48,30.41,0.3,3.33,0.28,0.37,1.21,0.19,-0.13,0.13,0.44,28.5,0.28,0.03,0.68,0.89,0.09,0.06,49,14,1,8.36,0.08,1.29,12.65,16.28,0.39,318,4,2.16807927849415,0.97,38.68,0.64,0.43,0
6.69,4.17,16.95,4.53,2.1,0.12,3.45,0.5,16.12,0.2,1.75,0.35,0.27,1.83,0.15,-0.08,0.02,0.22,44.83,0.22,0.02,2.33,0.54,0.09,0.06,47,11,1,17.07,0.14,0.24,6.55,16.99,1.69,595,6,0.411768547503437,35.33,341.15,0.13,8.11,0
14.24,5.11,14.56,3.09,4.02,0.22,1.53,0.34,20.22,0.2,2.29,0.2,0.36,1.82,0.15,-0.2,0.05,0.32,38.26,0.19,0.02,0.88,0.1,0.1,0.06,39,14,0,16.48,0.07,0.77,19.49,13.35,0.78,439,4,1.88219447194265,4.6,66.35,0.65,1.21,0
10.87,5.84,11.67,4.9,3.38,0.11,2.82,0.46,36.58,0.25,2.15,0.38,0.21,0.82,0.19,-0.2,0.04,0.31,21.87,0.3,0.03,2.23,0.61,0.06,0.07,25,19,1,5.7,0.09,1.57,17.29,10.97,0.65,37,0,0.085393094695077,15.28,98.47,0.12,2.63,1
14.44,4.66,14.4,3.12,2.41,0.16,1.51,0.51,34.05,0.35,3.86,0.21,0.18,1.53,0.18,-0.23,0.09,0.26,44.44,0.17,0.02,1.01,0.79,0.06,0.12,25,28,2,11.99,0.07,0.9,17.04,13.01,0.53,424,4,2.99317464717331,0.13,64.45,0.76,1.13,0
10.61,4.14,15.24,3.97,3.89,0.15,3.05,0.36,19.18,0.31,2.11,0.21,0.27,1.35,0.09,-0.04,0.06,0.38,23.41,0.33,0.03,2.24,0.21,0.08,0.06,45,29,0,15.85,0.12,1.14,10.56,10.94,1.86,89,0,0.046009282959195,8.3,70.53,0.54,1.8,1
7.52,6.87,19.43,1.37,3.24,0.19,3.09,0.4,17.63,0.39,3.05,0.38,0.17,0.58,0.1,-0.06,0.07,0.32,27.75,0.33,0.04,1.12,0.81,0.12,0.07,48,15,1,16.84,0.11,0.28,5.85,9.04,1.87,340,4,0.657029155851641,2.72,75.6,0.13,1.05,0
12.47,3.71,15.85,3.35,3.87,0.14,3.11,0.46,23.31,0.15,2.32,0.27,0.22,2,0.09,0,0.04,0.31,30.71,0.34,0.04,0.86,0.99,0.06,0.09,20,24,5,12.84,0.07,1.43,5.9,15.43,1.76,404,4,1.99356972837846,1.16,47.54,0.75,0.58,0
12.59,6.64,17.14,1.67,2.6,0.26,2.05,0.48,31.95,0.27,1.84,0.36,0.26,2.28,0.17,-0.13,0.03,0.48,25.75,0.25,0.03,1.8,0.95,0.05,0.12,49,22,1,10.57,0.14,1.45,7.33,14.64,1.85,658,5,2.27524844956225,1.01,72.56,0.45,0.86,0
13.41,3.59,16,2.1,3.2,0.26,3.88,0.35,12.28,0.37,3.68,0.18,0.38,2.29,0.13,-0.04,0.04,0.3,28.31,0.24,0.04,2.23,1.17,0.12,0.13,42,28,0,5.39,0.04,1.93,14.06,13.93,1.51,187,1,0.042938897886483,10.04,103.07,0.14,2.44,1
14.77,4.24,18.62,4.96,2.59,0.12,2.15,0.3,37.96,0.22,3.3,0.26,0.3,0.87,0.08,-0.18,0.02,0.49,25.35,0.31,0.03,1.91,1.47,0.12,0.1,43,21,0,10.18,0.09,0.36,18.68,11.51,0.43,47,1,0.038788154718497,10.7,74.64,0.13,2.01,1
7.83,5.16,13.2,3.87,2.35,0.17,3.83,0.51,38.01,0.29,1.78,0.36,0.16,1.96,0.18,-0.2,0.04,0.4,24.51,0.25,0.02,1.51,1.3,0.14,0.11,41,10,3,13.71,0.12,0.74,8.08,4.51,1.48,333,5,4.602331429878,2.78,97.57,0.34,1.84,0
5.91,3.62,14.21,3.87,2.85,0.11,2.53,0.29,36.56,0.16,2.6,0.35,0.22,2.01,0.17,-0.25,0.1,0.28,21.82,0.31,0.02,1.7,0.8,0.12,0.11,20,17,1,18.59,0.03,1.64,18.89,5.86,1.44,7,1,0.084164248209115,8.78,76.01,0.49,1.92,1
5.98,4.32,10.19,2.85,3.82,0.06,3.94,0.49,22.83,0.16,2.8,0.29,0.36,1.91,0.12,-0.22,0.1,0.28,29.25,0.18,0.04,1.48,1.08,0.13,0.07,33,24,2,14.63,0.08,1.77,5.25,19.47,1.83,175,4,1.94163793396175,1.26,44.04,0.67,0.43,0
6.18,4.02,16.57,4.84,2.08,0.22,3.89,0.48,25.45,0.24,3.59,0.18,0.15,1.25,0.18,-0.29,0.03,0.42,44.03,0.25,0.02,1.03,1.27,0.11,0.12,26,11,0,10.41,0.03,1.54,10.58,7.06,1.92,250,4,2.99417313927925,0.14,76.03,0.75,1.21,0
5.35,4.36,18.5,2.73,2.28,0.19,2.66,0.29,10.67,0.14,3.72,0.21,0.16,1.92,0.15,-0.1,0.08,0.34,41.51,0.31,0.04,1.43,0.32,0.11,0.07,20,14,1,8.34,0.13,1.79,11.58,11.28,0.98,170,2,0.022191286403743,10.76,112.62,0.58,2.48,0.5
10.75,3.98,12.62,2.11,2.47,0.3,1.83,0.45,32.64,0.17,1.84,0.38,0.25,0.83,0.11,-0.23,0.07,0.22,40.46,0.29,0.03,0.59,0.18,0.09,0.07,26,29,2,9.62,0.03,0.64,7.24,11.47,0.66,9,2,0.072680561107482,9.24,71.32,0.35,1.88,1
5.94,3.03,16.7,3.21,3.77,0.29,1.95,0.23,36.72,0.17,3.8,0.19,0.34,1.28,0.17,-0.28,0.11,0.36,35.41,0.28,0.02,2.24,1.46,0.06,0.14,27,15,3,14.33,0.11,1.02,14.41,6.4,1.18,614,7,0.050619364116815,4.68,186.33,0.39,3.01,0.5
13.2,5.64,15.27,3.25,2.81,0.24,2.21,0.27,36.74,0.33,1.52,0.35,0.24,0.89,0.18,-0.06,0.01,0.18,21.4,0.19,0.03,1.57,0.33,0.05,0.06,49,14,0,7.42,0.11,1.72,12.84,15.35,0.67,266,1,0.06618918500134,9.36,83.65,0.29,1.9,1
7.5,6.98,14.37,2.92,3.8,0.07,2.92,0.35,28.33,0.21,2.51,0.2,0.17,1.64,0.19,-0.1,0.07,0.26,33.42,0.19,0.02,2.03,1.1,0.11,0.09,32,10,4,9.79,0.07,0.99,11.06,11.14,0.63,234,4,2.99379912512671,0.17,66.85,0.75,1.01,0
9.74,4.8,19.01,2.08,4.05,0.21,3.71,0.45,31.09,0.24,2.41,0.39,0.29,2.21,0.12,-0.01,0.08,0.49,22.76,0.31,0.02,0.6,0.56,0.15,0.12,37,25,2,13.38,0.04,0.5,6.11,7.25,0.6,194,5,1.9987026236802,1.21,63.74,0.68,0.62,0
14.21,4.94,16.72,1.95,2.73,0.17,2.64,0.38,30.24,0.12,3.87,0.38,0.35,1.43,0.09,-0.24,0.13,0.45,36.94,0.25,0.04,1.29,1.13,0.13,0.07,40,13,4,15.41,0.15,0.93,11.4,18.4,0.92,80,3,0.713168461086429,8.99,68.15,0.18,1.84,0.5
13.08,5.15,10.62,3.65,3.29,0.24,3.23,0.49,29.81,0.17,1.75,0.29,0.37,2.44,0.1,-0.17,0.14,0.49,31.19,0.2,0.04,2.36,0.13,0.1,0.14,44,18,0,10.92,0.07,1.34,8.59,16.37,1.23,194,1,0.060771355193983,12.24,108.91,0.12,2.83,1
8.95,4.92,14.25,1.85,3.93,0.27,3.19,0.43,36.3,0.28,2.37,0.25,0.27,2.04,0.11,-0.1,0.08,0.15,21.54,0.22,0.03,1.91,0.78,0.13,0.1,21,11,1,11.52,0.1,0.86,9.85,18.71,0.53,376,3,0.856814577161311,6.9,87.19,0.27,1.53,0.5
8.17,6.46,16.59,4.45,4.24,0.25,2,0.24,36.02,0.18,1.54,0.18,0.26,2.2,0.21,-0.25,0.1,0.11,39.76,0.34,0.02,0.51,0.43,0.07,0.1,36,19,3,8.74,0.11,1,15.81,7.97,1.52,290,4,2.99380254806965,0.12,69.44,0.75,1.2,0
5.4,4.36,10.06,4.41,2.45,0.23,2.8,0.33,37.27,0.38,2.56,0.27,0.36,1.69,0.09,-0.27,0.14,0.28,38.91,0.16,0.04,1.43,0.65,0.15,0.09,39,20,1,5.05,0.08,0.3,17.23,6.86,0.67,4,1,0.052758172083436,9.03,77.14,0.12,1.87,1
11.86,4.23,18.69,3.12,3.4,0.24,1.89,0.5,13.41,0.18,2.99,0.17,0.22,0.96,0.18,-0.12,0.03,0.1,21.51,0.33,0.04,1.2,0.14,0.14,0.06,36,25,3,5.26,0.07,1.66,7.42,8.78,1.28,3801,22,2.22852431192617,7.03,567.95,0.18,9.41,0
10.7,6.72,19.53,1.18,3.4,0.13,3.19,0.5,30.78,0.11,1.88,0.36,0.36,2.31,0.08,-0.1,0.09,0.18,41.26,0.28,0.04,0.67,0.57,0.08,0.08,21,28,2,5.35,0.06,1.59,8.17,18.65,0.31,3,4,1.94582562294801,7.52,121.03,0.12,2.87,0.5
14.62,4.33,16.52,1.67,2.98,0.05,3.62,0.23,30.86,0.33,3.19,0.19,0.36,1.2,0.17,0,0.05,0.45,43.57,0.24,0.02,2.07,1.46,0.07,0.15,20,16,3,8.98,0.06,0.5,16.57,16.09,0.53,6095,31,2.6972187081274,1.6,664,0.5,10,0
8.01,6.29,17.5,4.89,3.21,0.29,3.56,0.29,39.72,0.36,2.64,0.39,0.17,0.65,0.1,-0.19,0.12,0.49,26.62,0.2,0.03,1.09,1.04,0.14,0.11,46,13,1,7.29,0.14,0.85,16.14,16.46,1.91,5,2,0.029856059578389,9.21,130.34,0.34,3.46,0.5
