controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
9.48,6.9,10.83,2.3,3.24,0.17,1.66,0.52,15.73,0.21,2.76,0.18,0.38,1.26,0.13,-0.22,0.02,0.23,22.91,0.19,0.04,1.63,0.57,0.13,0.14,48,12,2,5.71,0.14,1.88,6.44,10.6,1.58,91,3,0.030616245435326,26.47,221.88,0.12,6.3,1
6.13,4.86,12.11,4.54,2.14,0.18,2.66,0.28,16.4,0.17,3.39,0.26,0.32,0.79,0.2,-0.23,0.02,0.39,23.98,0.28,0.03,1.43,0.25,0.12,0.09,40,29,0,9.01,0.05,1.71,13.89,15.21,0.77,30,0,0.016642478504419,14.29,89.73,0.13,2.24,1
11.62,5.85,17.11,2.43,2.02,0.29,2.77,0.32,22.44,0.15,3.33,0.22,0.36,1.66,0.1,-0.29,0.11,0.31,39.59,0.18,0.03,2.22,0.33,0.12,0.14,31,17,1,17.39,0.13,0.87,13.34,5.28,0.35,92,1,0.022412888496486,12.92,123.61,0.12,3.4,1
11.28,5.62,15.06,1.3,2.72,0.08,2.94,0.36,24.8,0.27,3.64,0.21,0.16,2.15,0.19,-0.08,0.1,0.13,35.39,0.31,0.02,0.93,0.31,0.14,0.14,24,28,3,16.9,0.12,0.62,19.86,4.16,0.76,348,4,2.99341435729724,0.13,64.83,0.75,1.13,0
9.33,4.22,14.32,3.52,2.61,0.06,2.35,0.52,23.18,0.23,3.4,0.29,0.36,1.35,0.08,-0.13,0.13,0.46,26.39,0.16,0.03,2.19,0.12,0.08,0.05,28,23,0,13,0.11,1.57,18.29,11.65,1.75,21,1,0.047419886901048,12.44,117.08,0.13,3.26,1
13.71,6.25,19.67,2.56,2.08,0.2,2.55,0.25,36.62,0.23,2.62,0.38,0.33,2.46,0.19,-0.13,0.12,0.31,23.14,0.28,0.04,1.99,0.23,0.11,0.09,38,19,1,6.17,0.09,1.27,6.46,13.98,1.76,328,1,0.079972510783741,9.53,84.83,0.12,1.84,1
11.31,5.18,16.45,3.45,2.33,0.15,1.62,0.23,37.05,0.21,2.87,0.35,0.34,1.78,0.15,-0.08,0.05,0.23,31.04,0.33,0.04,1.08,0.83,0.12,0.07,38,11,3,6.82,0.08,0.33,10.72,3.69,1.99,384,4,0.781242249221319,2.61,50.53,0.51,0.62,0
7.9,6.79,10.16,3.3,2.35,0.19,2.29,0.44,32.73,0.21,1.57,0.31,0.39,0.91,0.14,-0.26,0.04,0.14,41.65,0.26,0.02,1.31,1.38,0.13,0.07,30,18,5,13.28,0.04,0.34,18.92,3.94,1.85,15,0,0.032579786603438,19.47,107.37,0.12,3.02,1
10.5,3.62,19.08,2.6,3.86,0.11,3.32,0.37,31.53,0.23,2.8,0.2,0.28,1.74,0.18,-0.13,0.13,0.2,22.77,0.32,0.03,2.04,0.76,0.07,0.11,28,21,1,15.81,0.05,0.91,19.88,3.98,0.82,120,3,0.084646096214711,7.71,66.4,0.12,1.49,0.5
7.12,3.45,13.77,1.63,2.34,0.25,3.07,0.35,10.96,0.39,1.73,0.3,0.35,1.93,0.14,-0.07,0.08,0.43,28.54,0.33,0.04,0.95,0.49,0.09,0.05,22,18,1,14.88,0.11,0.97,14.28,4.65,0.44,112,4,1.75803379408328,1.77,51.5,0.76,0.66,0
13.15,6.39,14.49,3.35,4.14,0.24,1.91,0.52,37.82,0.17,3.61,0.17,0.29,2.31,0.1,-0.11,0.02,0.13,22.65,0.31,0.02,1.76,1.47,0.08,0.1,48,15,3,8.28,0.13,1.97,8.23,5.09,1.79,425,4,3.19487852451067,17.67,189.13,0.39,4.84,0
11.4,4.91,18.47,3.96,3.77,0.21,2.88,0.29,39.06,0.31,2.85,0.29,0.16,1.93,0.22,-0.13,0.14,0.22,35.1,0.26,0.03,1.15,0.63,0.1,0.14,27,10,1,15.05,0.13,1.15,9.68,10.19,1.86,430,4,2.99327476578478,0.13,72.71,0.75,1.21,0
5.84,5.97,15.29,4.65,2.8,0.11,1.89,0.43,29.57,0.4,3.42,0.26,0.17,1.2,0.15,-0.07,0.07,0.48,40.65,0.16,0.03,0.8,0.73,0.12,0.14,26,13,4,15.5,0.14,1.74,15.12,16.22,0.35,237,4,2.51089937670417,0.65,60.13,0.23,0.6,0
8.13,3.01,11.2,2.51,3.35,0.19,1.66,0.39,10.15,0.16,2.89,0.39,0.31,0.84,0.17,-0.11,0.15,0.42,25.57,0.2,0.02,1.41,0.66,0.14,0.1,23,22,4,18.88,0.13,0.67,17.69,12.38,2,476,10,0.016445940620958,5.84,186.96,0.12,4.13,0.5
9.23,3.01,17.41,4.83,3.74,0.23,3.45,0.34,21.46,0.33,3.43,0.36,0.29,0.66,0.12,-0.26,0.03,0.38,32.04,0.34,0.03,1.36,0.11,0.14,0.14,47,11,3,10.25,0.14,0.25,14.07,6.32,0.76,40,1,0.040281493878584,9.14,61.78,0.21,1.63,1
5.71,5.12,10,4.14,2,0.2,3.22,0.51,17.34,0.15,1.81,0.26,0.39,0.83,0.15,-0.09,0.15,0.37,20.33,0.19,0.04,1.18,0.31,0.1,0.13,20,17,5,8.11,0.13,1.53,10.1,5.34,0.56,184,4,2.56086758836692,0.58,44.62,0.29,0.43,0
12.05,5.92,11.93,4.19,2.74,0.11,1.59,0.28,27.7,0.23,3.67,0.26,0.17,0.71,0.2,-0.22,0.06,0.38,40.79,0.19,0.02,2.23,0.41,0.07,0.14,20,27,0,5.86,0.13,0.27,11.62,13.1,0.61,1020,9,2.17418024801314,4.86,162.6,0.33,2.75,0.5
10.11,4.01,13.47,2.36,4.04,0.24,2.8,0.29,11.3,0.38,3.65,0.29,0.33,1.83,0.13,-0.22,0.04,0.14,25.01,0.21,0.02,1.34,0.35,0.07,0.09,30,22,0,7.58,0.04,0.76,10.67,18.01,0.51,25,0,0.013269765005087,8.96,58.97,0.3,1.5,1
6.64,4.47,11.24,1.98,3.99,0.13,2.6,0.27,18.04,0.13,2.7,0.32,0.29,2.1,0.19,-0.29,0.08,0.31,21.31,0.33,0.02,2.37,0.86,0.1,0.07,29,22,4,18.95,0.04,1.33,14.08,7.82,0.61,10,1,0.038168264730631,24.41,136.65,0.34,3.92,1
11.08,3.36,11.53,1.35,3.87,0.23,3.35,0.5,20.34,0.22,3.06,0.17,0.32,1.49,0.08,-0.21,0.15,0.34,32.62,0.17,0.04,1.64,0.92,0.14,0.07,22,15,1,11.08,0.07,1.91,13.92,4.07,0.7,262,4,0.605740097750702,9.16,131.12,0.32,3.26,0
13.13,5.28,10.92,4.61,2.07,0.05,3.77,0.41,14.63,0.17,1.68,0.29,0.19,2.39,0.13,-0.13,0.02,0.42,29.91,0.24,0.03,0.88,1.01,0.05,0.11,20,17,5,12.01,0.03,1.78,16.7,4.21,1.84,4,1,0.015713448745352,10.88,92.66,0.15,2.44,1
8.47,3.28,12.05,3.25,3.54,0.27,2.16,0.36,33.8,0.13,2.45,0.39,0.24,2.18,0.16,-0.3,0.05,0.19,33.9,0.16,0.03,0.59,0.29,0.06,0.11,25,27,2,12.07,0.02,1.92,10.09,14.85,1.21,4,2,0.041826632269199,14.37,114.85,0.12,3.01,1
11.43,4.49,15.63,2.01,3.24,0.06,2.19,0.28,17.77,0.27,2.79,0.18,0.17,0.89,0.09,-0.04,0.14,0.34,32.4,0.17,0.02,0.81,0.25,0.09,0.09,30,10,0,15.83,0.13,0.74,17.9,5.65,0.68,370,7,1.01932586085026,7.36,150.38,0.33,3.74,0
11.93,5.77,15.11,2.4,4.11,0.06,1.52,0.33,36.5,0.23,2.35,0.16,0.39,0.8,0.17,-0.15,0.12,0.17,42.38,0.32,0.03,1.09,0.78,0.13,0.12,35,22,2,17.66,0.15,1.67,19.01,19.21,1.54,734,6,2.19966569899816,1.82,101.45,0.4,1.53,0
5.31,4.05,15.99,2.86,4.48,0.25,2.9,0.33,26.44,0.2,3.47,0.38,0.31,1.69,0.1,-0.04,0.09,0.33,33.35,0.22,0.04,1.49,1.33,0.1,0.09,35,25,4,10.51,0.1,1.61,17.2,18.18,0.63,18,0,0.046202596487205,8.56,54.99,0.13,1.4,1
6.91,3.05,12.2,1.94,2.35,0.22,3.92,0.37,39.48,0.39,2.33,0.2,0.26,1.39,0.18,0,0.08,0.25,35.87,0.2,0.03,2.1,0.74,0.13,0.13,47,15,2,6.29,0.03,1.59,17.11,7.52,1.5,7,1,0.012841943770078,8.72,69.46,0.42,1.8,1
5.52,4.65,11.25,2.44,2.21,0.12,2.67,0.24,28.71,0.24,3.72,0.34,0.31,2.2,0.17,-0.08,0.1,0.36,24.87,0.33,0.04,2.37,0.13,0.12,0.1,33,11,4,16.84,0.08,1.27,8.67,11.35,1.78,222,4,0.786198727791958,2.73,59.83,0.13,0.66,0
5.82,5.5,17.17,3.44,4.08,0.12,3.06,0.3,33.35,0.2,3.55,0.37,0.2,2.14,0.21,-0.29,0.05,0.15,42.39,0.34,0.02,0.53,1,0.07,0.12,40,25,1,15.28,0.06,1.07,17.51,16.65,0.83,257,4,3.36069303113659,0.59,59.58,0.86,0.6,0
14.85,4.99,18.72,2.03,2,0.19,2.25,0.45,37.4,0.31,2.69,0.3,0.22,1.24,0.16,-0.14,0.11,0.49,35.75,0.29,0.02,2.47,0.49,0.11,0.06,25,25,5,8.01,0.11,0.66,6.14,10.76,1,866,5,2.14897309174826,3.59,94.8,0.63,1.21,0
13.07,5.06,15.75,4.37,3.63,0.3,3.99,0.47,31.81,0.35,1.76,0.27,0.37,0.77,0.2,-0.02,0.13,0.39,22.14,0.3,0.02,2.14,1,0.15,0.09,28,16,2,18.11,0.13,1.4,9.17,8.99,0.96,422,4,2.17258785356849,1.03,44.74,0.63,0.43,0
12.03,4.58,14.85,1.65,2.56,0.07,2.64,0.5,35.68,0.1,3.52,0.39,0.15,1.41,0.17,-0.26,0.13,0.11,26.98,0.25,0.03,0.95,1.17,0.09,0.07,31,17,4,11.36,0.11,0.7,8.38,10.96,1.11,553,5,3.33057076428074,1.35,86.58,0.12,1.49,0
11.97,5.73,19.98,4.26,2.85,0.1,2.42,0.47,11.94,0.23,2.68,0.22,0.39,0.69,0.22,-0.12,0.11,0.24,33.08,0.18,0.02,1.99,1.43,0.08,0.14,30,21,2,18.52,0.11,1.68,18.61,17.15,1.8,2614,15,2.29950847470822,5.59,417.75,0.38,7.01,0
10.6,3.78,16.51,3.5,2.64,0.21,3.08,0.27,18.09,0.14,2.85,0.19,0.38,1.02,0.13,-0.02,0.13,0.28,27.64,0.18,0.04,0.79,0.23,0.07,0.08,43,12,2,9.48,0.09,1.71,8.22,14.55,0.87,359,4,2.39229076963521,0.82,46.91,0.14,0.43,0
8.16,6.9,15.95,1.87,2.51,0.15,2.17,0.37,21.25,0.32,3.73,0.24,0.39,0.62,0.16,-0.14,0.1,0.19,40.43,0.35,0.03,2.08,0.36,0.05,0.13,47,16,5,9.09,0.1,0.36,16.21,15.07,1.46,16,1,0.02897074010661,8.74,75.86,0.37,2.06,1
7.63,3.31,16.63,1.78,4.12,0.15,2.27,0.42,33.83,0.34,3.58,0.24,0.39,0.65,0.1,-0.01,0.05,0.26,28.75,0.2,0.03,1.22,0.39,0.09,0.14,34,29,4,10.19,0.03,1.4,17.39,8.5,1.21,25,0,0.065645194088449,8.4,58.82,0.12,1.49,1
13.7,4.57,15.63,2.77,4.17,0.13,2.31,0.37,34.74,0.15,2.26,0.26,0.22,1.84,0.21,-0.18,0.03,0.2,41.48,0.35,0.02,0.83,0.66,0.07,0.08,26,29,0,19.72,0.04,0.35,13.12,4.38,0.91,136,1,0.030978276934194,13.75,107.92,0.14,2.63,1
11.99,6.15,11.38,2.94,4.12,0.05,3.36,0.27,20.65,0.27,2.98,0.31,0.33,1.52,0.16,-0.09,0.09,0.4,38.79,0.21,0.02,2.33,1.39,0.1,0.06,43,27,1,6.92,0.15,0.98,11.4,16.31,1.37,547,5,0.100250829783456,5.8,122.82,0.12,2.5,0.5
5.65,3.34,16.72,3.35,2.84,0.26,3.17,0.47,17.02,0.39,1.87,0.36,0.22,0.62,0.16,-0.02,0.13,0.48,39.26,0.22,0.02,2.48,1.46,0.07,0.06,30,16,3,10.91,0.1,0.49,15.84,8.98,0.7,18,2,0.078317324581177,9.75,104.13,0.47,2.75,1
8.5,5.99,15.53,1.61,3.71,0.08,3.32,0.25,14.13,0.2,1.78,0.39,0.17,1,0.17,-0.28,0.01,0.48,38.77,0.22,0.04,1.75,0.28,0.14,0.09,44,25,2,11.89,0.15,0.83,6.51,5.76,2,6,0,0.066097820073778,18.92,125.15,0.17,3.64,1
10.53,6.02,12.95,3.33,3.06,0.19,2.78,0.29,20.1,0.18,2.94,0.29,0.25,0.77,0.19,-0.14,0.13,0.29,35.32,0.19,0.03,1.2,1.1,0.05,0.06,27,27,4,8.27,0.02,1.33,18.19,10.12,0.7,31,0,0.028396710050972,8.58,51.83,0.49,1.37,1
10.52,4.16,12.92,1.42,2.6,0.1,2.21,0.35,29.02,0.11,3.26,0.31,0.28,0.77,0.15,-0.23,0.06,0.33,44.36,0.16,0.02,0.58,0.55,0.05,0.12,46,29,2,5.43,0.13,0.22,6.3,9.4,1.47,31,1,0.054536370213028,20.19,158.4,0.16,4.56,1
7.17,6.31,19.14,1.82,3.84,0.11,2.96,0.32,19.76,0.28,2.19,0.33,0.39,0.66,0.2,-0.14,0.09,0.23,27.42,0.27,0.04,2.46,0.34,0.1,0.07,29,28,2,19.74,0.15,1.12,14.51,11.21,1.96,15,2,0.068691447706519,8.97,72.25,0.33,2.04,1
12.88,3.25,18.77,3.19,3.3,0.16,2.92,0.35,34.03,0.28,2.07,0.31,0.22,1.87,0.22,-0.2,0.01,0.16,37.05,0.23,0.04,1.7,1.47,0.12,0.07,47,27,4,18.62,0.05,1.68,18.5,16.33,1.89,497,6,2.00231523328239,1.14,56.6,0.72,0.6,0
8.92,6.92,12.42,1.88,3.89,0.12,2.22,0.25,10.8,0.12,1.98,0.38,0.18,1.2,0.17,-0.11,0.04,0.12,27.78,0.32,0.03,2.1,0.32,0.11,0.09,21,17,3,15.7,0.04,1.23,15.98,5.41,0.5,185,1,0.090390659343373,9.48,90.73,0.12,2.12,1
13.61,4,16.17,2.1,2.93,0.19,2.6,0.27,15.08,0.39,2.64,0.35,0.37,0.59,0.13,-0.17,0.03,0.42,37.18,0.32,0.03,2.4,0.53,0.11,0.07,37,11,5,7.37,0.06,0.28,5.88,15.52,1.54,25,2,0.051571451554957,9.6,75.49,0.26,2.09,1
5.13,3.15,12.09,2.61,2.97,0.08,3.08,0.47,21.74,0.35,2.23,0.21,0.28,2.07,0.16,-0.12,0.05,0.26,39.19,0.25,0.04,1.79,0.12,0.1,0.14,25,27,1,10.31,0.1,1.87,9.65,6.88,1.93,282,3,0.058171609815085,37.48,318.75,0.13,7.88,1
9.91,3.44,15.69,3.62,4.03,0.18,2.12,0.3,27.85,0.24,3.8,0.32,0.2,0.7,0.15,-0.26,0.03,0.39,22.46,0.16,0.04,2.17,1,0.1,0.09,50,16,3,13.88,0.11,1.33,9.2,11.32,0.39,14,1,0.097086369233592,10.84,86.48,0.36,2.48,1
5.4,5.11,13.43,1.11,4.22,0.08,3.53,0.41,22.65,0.13,3.57,0.36,0.39,2.46,0.14,-0.05,0.06,0.28,41.65,0.25,0.03,1.73,1.16,0.06,0.13,41,22,4,12.57,0.08,1.01,19.76,10.03,1.08,98,1,0.038943658975676,12.31,108.4,0.12,2.51,1
13.44,6.62,12.92,3.27,2.45,0.19,2.52,0.28,36.93,0.21,2.64,0.23,0.33,0.77,0.16,-0.16,0.03,0.44,41.24,0.3,0.04,1.63,0.71,0.14,0.15,23,28,5,18.3,0.03,1.66,9.49,11.34,0.82,9,0,0.021080564648516,15.15,96.21,0.12,2.55,1
8.8,4.57,12.54,2.09,4.2,0.16,3.3,0.51,37.3,0.3,2.84,0.27,0.27,2.2,0.15,-0.06,0.03,0.44,33.7,0.16,0.04,1.8,0.91,0.08,0.12,28,16,2,9.18,0.06,1.44,6.48,9.35,0.6,146,3,1.16905248520274,7.34,69.21,0.12,1.45,0.5
7.98,6.83,15.74,1.06,4.05,0.2,1.93,0.25,36.84,0.29,1.62,0.29,0.24,2.01,0.17,-0.13,0.05,0.16,29.37,0.21,0.02,0.72,1.17,0.1,0.06,33,20,0,10.16,0.03,1.98,10.75,9.56,1.68,269,5,0.699364498104926,2.65,74.1,0.19,1.02,0
7.22,6.23,16.76,4.75,2.09,0.29,1.68,0.35,15.21,0.16,2.06,0.31,0.18,1.73,0.13,-0.11,0.03,0.5,29.6,0.15,0.03,1.57,0.79,0.12,0.12,47,29,0,16.09,0.07,1.13,14.73,10.26,1.07,65,1,0.04353287347539,8.52,86.91,0.12,2,1
10.42,4.04,10.2,3.86,2.16,0.24,2.22,0.33,33.94,0.18,1.86,0.27,0.35,1.96,0.08,0,0.09,0.32,39.12,0.23,0.04,1.28,0.69,0.12,0.05,36,21,3,9.39,0.08,0.56,12.91,4.36,1.07,233,4,0.045524648055628,10.37,88.95,0.12,2,0.5
13.25,5.59,13.99,2.95,3.91,0.2,3.97,0.34,29.77,0.28,3.03,0.17,0.19,0.62,0.19,-0.1,0.04,0.11,39.36,0.21,0.02,1.99,0.27,0.12,0.13,26,19,2,7.43,0.07,1.1,5.8,14.73,1.1,2449,18,1.90279605497591,5.49,329.72,0.21,5.43,0
7.16,5.7,18.9,2.34,3.54,0.09,3.77,0.33,15.73,0.12,2.03,0.29,0.24,1.17,0.14,-0.04,0.03,0.25,30.84,0.26,0.02,2.04,1.06,0.12,0.05,43,19,5,13.72,0.04,0.2,12.31,16.99,1.13,292,4,2.06658378718119,1.07,59.02,0.73,0.62,0
5.52,5.84,16.45,1.63,3.52,0.2,2.46,0.4,27.38,0.34,2.97,0.27,0.34,1.63,0.15,-0.1,0.1,0.28,20.6,0.28,0.02,0.61,1.5,0.11,0.05,21,25,3,17.99,0.05,0.44,18.99,13.22,1.28,139,2,0.034485159954405,4.06,52.76,0.23,0.9,0.5
8.44,3.43,15.59,3.83,2.08,0.14,1.52,0.29,23.64,0.33,2.52,0.35,0.15,1.06,0.19,-0.22,0.11,0.11,37.54,0.21,0.03,2.47,0.59,0.1,0.15,22,19,0,18.35,0.14,0.67,12,17.77,0.4,278,4,2.99374107310245,0.15,68.2,0.75,1.1,0
12.03,6.77,19.53,2.6,4.03,0.22,3.1,0.51,19.3,0.11,2.2,0.19,0.32,1.91,0.13,-0.15,0.03,0.48,28.96,0.18,0.04,0.98,0.75,0.08,0.05,28,18,2,7.78,0.11,0.31,17.38,9.79,0.72,57,3,0.968211750090759,9.06,95.99,0.15,2.63,0.5
7.47,5.3,10.15,2.27,2.21,0.2,1.53,0.24,23.37,0.26,3.61,0.22,0.17,1.37,0.21,-0.07,0.02,0.29,43.09,0.18,0.04,1.06,0.17,0.05,0.15,26,20,3,7.37,0.14,1.12,18.63,18.18,0.44,171,4,2.99398685838653,0.14,57.29,0.75,1.09,0
11.21,6.04,11.06,1.49,4.32,0.18,2.42,0.26,25.97,0.18,1.82,0.39,0.31,1.52,0.12,-0.26,0.09,0.44,33.37,0.25,0.03,0.9,1.09,0.09,0.11,43,17,0,16.16,0.05,1.03,15.82,16.56,0.6,3,2,0.029193104586516,8.85,68.96,0.13,1.57,1
8.97,3.65,19.66,3.17,4.43,0.09,1.73,0.36,30.59,0.33,2.93,0.22,0.19,1.56,0.19,-0.16,0.03,0.25,22.59,0.26,0.04,2.26,1.09,0.07,0.1,31,25,3,13.63,0.03,0.71,17.39,5.88,1.52,363,4,2.99360637753026,0.15,78.8,0.75,1.25,0
8.55,6.75,10.2,3.84,4.09,0.06,3.79,0.31,19.94,0.34,2.78,0.22,0.36,0.98,0.15,-0.2,0.08,0.21,36.58,0.3,0.04,0.56,0.41,0.1,0.13,35,21,2,14.49,0.03,1.63,10.86,18.49,1.22,1,1,0.004731932872404,9.36,89.09,0.15,2.2,1
7.24,6.56,18.77,1.77,2.36,0.24,2.38,0.44,21.06,0.22,3.91,0.25,0.22,2.23,0.11,-0.05,0.08,0.31,41.68,0.3,0.03,2.25,0.41,0.14,0.1,31,21,3,8.23,0.13,1.98,16.32,16.76,1.57,291,4,2.19054762633252,0.95,59.49,0.68,0.66,0
13.86,5.39,17.25,3.37,3.95,0.24,2.35,0.33,30.93,0.36,3.63,0.23,0.25,2.17,0.11,-0.3,0.03,0.41,30.67,0.2,0.04,2.33,0.46,0.06,0.05,47,15,0,19.68,0.06,1.04,12.17,16.3,1.46,18,1,0.006982368620763,10.48,86.26,0.12,2.32,1
6.33,6.1,19.34,3.07,2.84,0.27,2.16,0.44,34.01,0.4,2.86,0.39,0.2,1.8,0.19,-0.21,0.1,0.42,20.98,0.3,0.02,1.56,0.48,0.14,0.12,33,14,4,15.32,0.08,1.96,16.04,12.07,0.38,25,0,0.111782291412242,19.45,119,0.12,3.3,1
5.34,5.15,15.26,3.82,2.06,0.06,3.71,0.45,14.85,0.23,3.38,0.32,0.25,1.84,0.15,-0.04,0.07,0.18,40.98,0.27,0.02,2.17,1.47,0.09,0.14,29,30,3,11.39,0.12,0.7,8.57,8.15,0.9,209,0,0.050181708941781,8.71,104.55,0.16,2.03,1
6.21,6.05,10.67,3.22,2.81,0.13,3.29,0.43,29.13,0.26,3.31,0.3,0.17,1.7,0.1,-0.28,0.03,0.36,23.52,0.22,0.04,2.4,1.45,0.08,0.08,47,29,2,7.34,0.08,1.15,9.39,7.94,1.34,1,1,0.059428481158172,10.35,97.48,0.16,2.55,1
8.63,6.11,12.45,1.04,2.58,0.21,3.34,0.5,24.38,0.38,1.7,0.2,0.21,1.15,0.14,-0.24,0.14,0.41,23.44,0.19,0.04,1.38,1.16,0.13,0.12,39,16,1,11.94,0.08,1.45,14.53,11.97,0.76,2,0,0.048871704779176,12.13,102.22,0.13,2.62,1
5.21,4.12,19.82,1.05,2.85,0.22,2.76,0.26,32.05,0.26,3.8,0.39,0.24,2.04,0.12,-0.25,0.06,0.14,22.68,0.17,0.02,1.05,0.43,0.06,0.09,27,17,1,14.99,0.05,0.89,12.56,19.29,1.82,1,0,0.032989062205912,9.43,66.3,0.14,1.69,1
6.5,6.53,18.93,3.09,3.62,0.23,2.94,0.28,23.71,0.29,2.26,0.17,0.27,0.99,0.2,-0.09,0.07,0.46,23.03,0.2,0.03,1.86,1.28,0.06,0.08,32,14,1,14.36,0.15,0.72,7.83,3.01,1.55,1853,18,2.49121883069236,3.83,470.18,0.12,7.05,0
10.37,3.38,10.06,4.51,3.64,0.2,3.64,0.52,27.25,0.37,2.98,0.18,0.16,0.85,0.2,-0.09,0.09,0.35,37.12,0.22,0.03,1.35,1.16,0.07,0.07,28,25,5,15.62,0.09,1.33,15.79,17.03,0.43,1171,20,1.99499255011426,4.72,335.74,0.25,7.4,0
8,6.82,13.3,1.86,3.58,0.17,2.49,0.37,11.6,0.29,2.48,0.3,0.16,2.14,0.09,-0.13,0.14,0.25,44.29,0.17,0.03,1.35,0.28,0.07,0.13,50,16,1,12.05,0.15,1.07,17.45,19.27,1.19,3,7,0.108368334783413,12.15,210.39,0.24,5.86,0.5
8.36,6.13,16.89,2.06,3.39,0.17,1.65,0.48,30.03,0.25,3.42,0.25,0.3,2.14,0.21,-0.02,0.08,0.18,42.69,0.32,0.04,1.46,0.42,0.06,0.13,35,26,5,17.01,0.12,1.63,9.01,4.9,1.13,298,4,2.99379986457343,0.18,70.98,0.75,1.2,0
11.66,6.5,14.3,3.24,2.57,0.08,2.73,0.37,11.98,0.14,2.14,0.25,0.27,2.01,0.11,-0.02,0.13,0.12,44.34,0.27,0.03,1.03,0.37,0.13,0.11,48,30,3,5.91,0.03,1.33,16.74,5.05,1.57,347,4,0.591260664584629,2.88,50.71,0.81,0.66,0
11.82,6.54,17.12,1.11,3.93,0.24,1.9,0.42,36.97,0.31,3.38,0.3,0.36,2.32,0.13,-0.03,0.11,0.38,29.89,0.34,0.03,1.58,0.77,0.13,0.09,30,12,3,12.5,0.05,0.71,17.08,5.63,1.28,421,4,0.820916136748571,2.44,52.72,0.24,0.66,0
13.11,3.19,18.83,3.91,3.78,0.16,3.43,0.23,27.42,0.31,2.69,0.35,0.19,2,0.14,-0.15,0.1,0.45,39.92,0.24,0.03,1.25,0.14,0.09,0.12,42,13,5,7.42,0.04,1.15,7.26,10.37,0.89,17,1,0.028427965259016,10.29,83.52,0.13,2.2,1
14.59,6.32,12.2,1.78,4.3,0.08,3.74,0.23,15.57,0.25,2.49,0.21,0.34,0.72,0.21,-0.15,0.02,0.35,30.36,0.3,0.04,0.72,0.41,0.06,0.15,33,19,4,7.06,0.1,0.25,7.73,10.49,0.91,1098,9,0.021209929899793,7.8,208.95,0.12,4.4,0.5
12.35,4.86,15.98,2.07,2.67,0.08,1.93,0.51,10.48,0.28,2.74,0.33,0.26,1.69,0.19,-0.27,0.13,0.47,42.55,0.23,0.03,2.29,0.65,0.14,0.09,30,23,5,8.07,0.11,1.29,7.83,16.7,1.23,41,0,0.084574009971031,26.47,140.06,0.12,4.05,1
7.7,3.85,18.69,4.81,2.3,0.28,1.89,0.48,31.07,0.34,2.09,0.4,0.28,1.92,0.17,-0.28,0.04,0.16,40.33,0.33,0.04,0.86,0.78,0.05,0.12,33,27,5,15.92,0.07,0.79,17.45,16.85,1.46,377,4,4.33810238941594,27.34,192.89,0.26,4.6,0
5.01,3.15,18.49,4.02,3.38,0.1,2.47,0.23,10.77,0.3,3.46,0.2,0.33,0.52,0.16,-0.27,0.13,0.44,22.01,0.26,0.02,1.06,1.16,0.07,0.14,31,27,3,7.66,0.15,1.18,15.69,5.43,0.68,1,0,0.049595709694924,26.96,250.09,0.28,7.39,1
5.57,6.88,13.37,1.33,3.58,0.14,1.6,0.5,29.99,0.33,3.72,0.32,0.27,0.81,0.14,-0.23,0.08,0.11,21.11,0.21,0.04,2.09,0.86,0.06,0.06,23,16,3,17,0.1,1.17,8.23,13.85,1.48,16,0,0.061202210635824,24.92,150.05,0.12,4.23,1
14.41,3.44,13.68,1.06,2.44,0.08,1.73,0.25,36.11,0.34,2.63,0.23,0.32,1.39,0.11,-0.22,0.09,0.33,32.51,0.27,0.04,1.59,1.08,0.13,0.08,25,13,2,16.63,0.1,0.31,12.5,14.47,0.98,21,0,0.022788182660882,14.75,100.97,0.12,2.75,1
11.15,6.79,18.46,4.92,3.98,0.24,2.69,0.24,32.37,0.2,2.31,0.17,0.19,2.05,0.09,-0.15,0.02,0.16,41.99,0.16,0.03,1.77,0.36,0.12,0.13,34,29,2,7.61,0.07,0.96,16.39,9.27,1.16,1,1,0.027667206931708,9.23,93.88,0.22,2.41,1
6.65,3.17,15.73,4.31,2.72,0.23,1.74,0.42,26.82,0.13,2.21,0.16,0.19,1.28,0.13,-0.09,0.13,0.21,24.71,0.29,0.02,2.28,1.32,0.14,0.14,36,17,4,8.35,0.04,0.35,19,8.88,1.15,57,1,0.038103911890407,8.67,93.39,0.12,2.28,1
6.5,3.91,16.8,4.15,3.36,0.07,2.69,0.33,39.74,0.15,3.2,0.27,0.27,0.5,0.08,-0.23,0.09,0.22,36.23,0.17,0.02,0.53,1.2,0.12,0.12,42,10,3,11.59,0.09,1.37,15.73,19.8,0.55,124,6,0.728365483797457,8.17,116.4,0.15,3,0
