controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
3.96,3.7,4.94,3.77,3.87,0.17,2.95,0.41,16.63,0.16,0.61,0.39,0.49,1.85,0.15,-0.29,0.35,0.36,23.23,0.22,0.03,2.58,1.24,0.11,0.09,12,9,12,5.22,0.05,0.4,2.41,18.38,0.69,4,3,0.185236620174561,19,113.11,0.69,92.4,0.8
5.19,5.53,3.02,1.6,3.87,0.11,2.2,0.68,12.81,0.31,1.33,0.43,0.35,1.94,0.12,-0.27,0.19,0.49,42.08,0.22,0.02,0.52,0.61,0.09,0.14,23,4,0,5.43,0.07,0.28,1.52,10.44,1.24,20,2,0.231483241120736,13.9,85.51,0.4,64.2,0.8
3.05,6.13,3.97,1.74,3.59,0.42,3.42,0.72,22.34,0.36,1.15,0.69,0.66,2.84,0.1,-0.21,0.36,0.36,37.95,0.16,0.03,1.46,1.06,0.14,0.08,26,8,11,4.46,0.12,1.61,1.72,7.89,0.75,17,4,0.168404375779762,19.38,139.32,0.4,109.76,0.8
6.37,3.93,3.21,3.87,3.13,0.26,2.15,0.67,29.93,0.24,1.9,0.54,0.36,2.24,0.17,-0.26,0.42,0.17,17.39,0.21,0.04,0.77,1.05,0.13,0.08,12,5,11,3.16,0.04,1.72,3,4.49,0.55,0,2,0.200149725036013,20.71,99.18,0.6,81.12,1
3.88,6.42,6.6,2.59,5.18,0.33,1.61,0.38,11.12,0.1,1.24,0.36,0.5,1.53,0.18,-0.27,0.36,0.16,46.35,0.18,0.04,1.33,0.23,0.09,0.1,29,10,6,5.93,0.13,1.56,4.22,6.98,0.32,1,8,0.251290431740887,28.86,237.85,0.4,199.2,0.8
4.61,4.18,4.71,2.56,3.12,0.18,3.41,0.51,10.98,0.21,0.73,0.45,0.34,2.91,0.14,-0.28,0.45,0.31,27.94,0.23,0.02,0.99,0.3,0.14,0.07,12,9,15,5.04,0.12,0.94,1.12,8.02,1.44,33,13,2.68903123316759,32.12,269.39,0.4,189.56,0
3.43,3.06,3.49,2.78,3.91,0.21,3,0.69,38.85,0.27,0.74,0.47,0.3,2.53,0.19,-0.02,0.15,0.23,30.03,0.33,0.03,1.51,0.5,0.06,0.07,17,8,9,2.04,0.09,1.84,3.59,9.54,1.19,16,2,0.153689035463641,12.54,64.11,0.8,44.68,0.8
3.68,4.1,3.48,2.7,3.16,0.36,4.18,0.32,28.95,0.32,0.94,0.62,0.42,1.96,0.1,-0.12,0.31,0.46,20.73,0.16,0.02,1.08,0.11,0.11,0.06,16,10,12,3.29,0.04,1.88,2.43,6.28,0.56,0,1,0.213087677389283,16.25,82.05,0.58,65.6,1
4.11,6.23,3.88,2.42,4.26,0.4,3.39,0.4,29.68,0.14,0.9,0.35,0.68,1.62,0.12,-0.06,0.31,0.38,25.49,0.25,0.03,0.6,0.11,0.15,0.07,19,5,3,4.57,0.04,1.02,3.23,1.95,1.38,1,0,0.126540131629326,14.47,69.07,0.51,54,1
5.37,5.97,4.19,4.69,1.69,0.17,3.15,0.25,19.13,0.43,0.9,0.73,0.31,2.58,0.15,-0.03,0.14,0.32,49.46,0.29,0.03,2.76,0.88,0.12,0.1,24,4,3,3.76,0.14,0.3,2.28,15.09,0.42,54,4,0.129394302823472,10.73,68.09,1,43.36,0.6
3.53,5.59,6.99,1.85,2.09,0.33,4.16,0.52,25.45,0.12,0.53,0.39,0.68,1.63,0.19,-0.21,0.35,0.22,49.34,0.18,0.03,2.45,1.38,0.11,0.11,24,5,7,2.74,0.07,1.18,3.98,18.44,0.38,77,6,0.211471387998899,10.18,90.17,1.06,50.72,0.4
5.82,4.46,4.08,4.61,2.61,0.29,2.81,0.44,41.76,0.34,1.4,0.43,0.42,2.11,0.16,-0.12,0.45,0.31,20.3,0.28,0.04,0.52,0.87,0.07,0.15,27,8,6,2.02,0.1,0.41,1.07,4,1.01,37,2,0.16642702075573,12.33,60.87,0.62,40.72,0.8
3.25,4.81,4.42,4.11,3.86,0.26,4.3,0.3,30.97,0.16,0.91,0.47,0.56,2.54,0.15,-0.29,0.2,0.15,45.24,0.29,0.04,1.7,0.64,0.14,0.11,14,10,7,4.45,0.11,0.45,5,16.28,1.43,0,0,0.155187977421296,14.43,58.53,0.4,44.24,1
5.45,4.2,4.41,4.78,4.4,0.11,1.8,0.66,20.07,0.23,1.84,0.5,0.42,1.63,0.18,-0.3,0.35,0.24,25.82,0.25,0.02,2.5,1.11,0.09,0.13,24,9,8,3.25,0.07,0.7,5.25,14.89,0.5,7,3,0.214304533858608,24.12,124.65,0.86,102.64,0.8
4.45,5,5.04,2.88,2.33,0.21,3.76,0.46,32.95,0.41,1.38,0.71,0.32,2.32,0.14,-0.22,0.47,0.17,43.24,0.33,0.02,2.28,0.77,0.05,0.08,16,9,1,1.06,0.03,1.28,3.41,6.98,1.21,0,0,0.176342464557107,15.35,67.03,0.63,52.64,1
3.61,4.52,4.28,3.63,2.69,0.36,4.62,0.48,31.23,0.27,1.12,0.42,0.44,2.2,0.12,-0.04,0.36,0.37,14.65,0.23,0.04,2.07,1.05,0.06,0.09,14,3,0,4.17,0.13,1.67,4.26,14.02,1.12,37,3,0.270674546669887,13.18,96.55,0.77,68.64,0.8
6.12,4.6,6.98,3.18,1.5,0.23,2.16,0.65,42.77,0.14,1.74,0.51,0.64,1.58,0.12,-0.26,0.17,0.33,40.56,0.32,0.02,0.98,1.47,0.08,0.07,12,5,8,1.41,0.12,0.76,4.21,8.45,1.49,98,5,0.145347084374807,13.94,79.13,1.02,48.68,0.6
3.38,4.03,3.43,2.59,3.02,0.19,2.54,0.46,41.94,0.47,1.16,0.71,0.4,2.07,0.2,-0.07,0.08,0.19,16.62,0.16,0.04,1.82,0.4,0.14,0.09,13,8,8,1.08,0.1,0.7,1.32,9.28,1.44,56,5,0.137784206585762,14.4,85.93,0.4,52.68,0.8
4.42,6.97,5.6,1.03,3,0.47,4.13,0.5,41.96,0.11,1.33,0.52,0.6,2.67,0.12,-0.19,0.32,0.45,32.22,0.25,0.04,1.82,0.72,0.13,0.05,14,10,3,5.54,0.05,1.79,3.95,16.78,0.6,0,0,0.167439094930468,14.39,47.91,0.65,33.96,1
4.18,6.89,6.39,3.95,2.43,0.11,2.4,0.29,36.13,0.32,1.75,0.36,0.36,2.86,0.15,-0.16,0.1,0.36,13.89,0.25,0.02,2.04,0.43,0.11,0.07,20,6,12,4.93,0.1,0.53,2.07,12.18,0.84,0,1,0.17643676969162,16.68,80.76,0.58,65.32,1
3.01,6.26,3,1.16,2.69,0.14,4.61,0.45,46.74,0.49,1.58,0.7,0.56,2.31,0.19,-0.15,0.09,0.37,30.16,0.32,0.04,2.17,0.92,0.1,0.06,28,10,9,2.68,0.07,0.54,2.02,18.14,0.81,17,2,0.19347888482392,12.19,55.18,0.86,34.72,0.8
6.73,3.11,4.01,4.91,1.78,0.48,1.04,0.55,27.33,0.27,1.12,0.6,0.42,2.78,0.19,-0.18,0.43,0.16,21.11,0.17,0.04,0.99,0.41,0.11,0.13,25,10,6,5.97,0.1,1.28,4.57,18.55,1.49,63,4,0.1685085965811,10.27,71.43,1.05,47.36,0.6
6.93,7,4.55,1.12,3.72,0.13,3.33,0.45,12.94,0.44,0.84,0.47,0.41,2.5,0.12,-0.12,0.49,0.25,13.48,0.21,0.04,2.5,0.22,0.06,0.09,22,7,9,4.73,0.05,1.96,1.49,17.72,0.72,39,6,0.18609994821123,15.39,169.9,0.66,84.04,0.6
4.23,5.62,4.56,3.47,5.09,0.14,2.41,0.54,20.82,0.25,1.65,0.39,0.53,2.43,0.18,-0.06,0.18,0.33,40.05,0.31,0.03,2.03,0.53,0.11,0.1,13,6,15,2.94,0.03,1.31,1.69,16.74,1.17,24,2,0.154811344865175,11.67,57.47,0.74,36.36,0.8
5.94,5.73,5.09,3.08,4.69,0.15,2.39,0.51,35.91,0.17,0.65,0.56,0.53,2.5,0.16,-0.15,0.45,0.33,36.56,0.18,0.03,0.73,1.18,0.06,0.1,13,10,8,2.87,0.1,1.75,1.96,5.94,0.77,108,6,0.185006699004139,9.41,63.12,0.91,32.44,0.4
6.36,4.71,3.79,1.94,2.17,0.47,3.62,0.32,10.69,0.46,1.07,0.64,0.56,2.51,0.14,-0.02,0.19,0.23,33.71,0.19,0.03,2.74,0.55,0.15,0.13,30,4,7,2.82,0.04,1.74,1.69,10.48,1.25,0,0,0.197644796309366,14.41,65.61,0.4,50.72,1
4.82,3.85,4.32,4.36,2.4,0.44,2.39,0.71,24.89,0.19,1.27,0.4,0.55,2.47,0.18,-0.21,0.43,0.1,20.75,0.24,0.02,0.84,1.07,0.06,0.08,11,7,4,4.37,0.02,1.37,5.23,14.42,0.67,0,0,0.139294072359832,15.78,65.03,0.4,49.8,1
3.93,6.54,6.85,3.12,4.43,0.49,2.71,0.4,24.86,0.35,1.15,0.59,0.48,2.04,0.19,-0.26,0.34,0.29,18.84,0.19,0.04,2.8,1.15,0.07,0.11,20,6,3,5.65,0.05,1.95,1.48,8.79,1.31,35,7,0.170154836948536,15.48,132.7,1.05,53.36,0.4
4.26,6.24,5.87,1.18,2.5,0.22,1.32,0.38,24.35,0.46,1.39,0.6,0.56,2.93,0.2,-0.23,0.15,0.23,34.16,0.24,0.03,2.56,1.2,0.08,0.06,24,4,14,4.66,0.1,0.93,5.87,12.45,0.47,89,8,0.18308844870639,18.25,122.23,0.58,81.24,0.4
5.12,6.39,6.71,1.21,4.35,0.43,2.43,0.67,13.79,0.46,0.7,0.41,0.35,1.52,0.17,-0.07,0.42,0.36,44.33,0.35,0.03,2.46,0.32,0.1,0.09,30,3,14,4.61,0.12,1.86,5.32,13.07,0.95,78,4,0.216932341924257,13,66.71,0.83,36.36,0.6
4.81,6.24,6.13,2.4,2.18,0.13,4.57,0.68,34.54,0.31,1.83,0.32,0.33,1.68,0.12,-0.03,0.36,0.1,16.95,0.33,0.02,1.62,0.93,0.12,0.14,29,6,11,3.96,0.03,1.01,3.31,2.08,0.49,0,0,0.181527722531324,14.39,67.7,0.51,53.36,1
4.45,5.9,4.14,3.41,2.76,0.2,3.92,0.55,40.02,0.41,0.8,0.74,0.52,2.27,0.1,-0.09,0.43,0.14,24.64,0.31,0.02,3.01,0.26,0.05,0.14,28,4,5,2.68,0.05,1,2.22,4.59,1.28,23,2,0.18217854782683,12.13,63.69,0.74,44.04,0.8
5.26,5.51,3.86,3.65,3.55,0.13,4.34,0.72,49.33,0.29,0.75,0.73,0.58,2.68,0.15,-0.17,0.28,0.12,36.67,0.2,0.03,0.75,1.11,0.07,0.1,13,6,6,4.28,0.04,1.44,4.44,9.39,1.35,0,0,0.18394056520538,14.54,39.56,0.59,28.08,1
4.76,6.98,4.61,2.76,3.77,0.18,1.35,0.46,31.45,0.17,0.98,0.43,0.72,2.23,0.17,0,0.06,0.43,47.93,0.16,0.03,2.75,0.21,0.07,0.1,20,8,5,3.96,0.04,1.29,4.89,10.46,0.35,26,2,0.194719935839226,12.05,64.81,0.87,44.68,0.8
6.89,6.71,3.45,1.05,4.5,0.23,3.64,0.65,25.81,0.11,1.12,0.6,0.46,2.6,0.14,-0.2,0.24,0.23,30.34,0.2,0.03,2.5,1.01,0.1,0.08,12,8,2,2.56,0.09,0.5,2.35,15.86,0.4,31,7,0.201987123969498,21.24,127.54,0.86,102.52,0.8
5.71,3.05,4.94,2.2,4.9,0.38,4.3,0.45,11.47,0.4,1.41,0.42,0.6,2.33,0.13,-0.09,0.08,0.43,22.43,0.24,0.04,1.12,1.38,0.1,0.1,19,6,8,5.11,0.05,1.88,3.17,8.78,0.63,0,0,0.189731236189629,14.41,69.1,0.64,54.6,1
4.57,3.13,5.01,1.17,4.41,0.21,1.98,0.37,16.74,0.47,0.6,0.71,0.56,2.41,0.18,-0.03,0.05,0.43,20.76,0.28,0.02,2.4,0.6,0.11,0.14,27,9,4,2.28,0.12,0.5,2.45,15.74,1.46,80,5,0.139905495392573,13.03,78.47,0.76,46.04,0.6
6.51,5.8,5.24,4.57,2.13,0.16,4.07,0.63,20.37,0.28,1.44,0.7,0.7,2.21,0.12,0,0.47,0.19,39.9,0.34,0.02,1.83,1.18,0.05,0.12,15,4,7,4.83,0.12,1.26,2.43,15.8,0.67,78,4,0.25036221314874,9.9,48.76,0.83,25.44,0.6
4.26,6.41,4.9,1.63,4.99,0.19,4.83,0.48,47.64,0.41,1.41,0.43,0.34,2.98,0.17,-0.05,0.2,0.16,36.22,0.24,0.03,2.98,0.69,0.12,0.09,26,6,2,2.61,0.07,1.61,1.56,1.05,1.19,50,4,0.191503100215838,10.35,62.6,0.99,36.04,0.6
4.4,3.46,6.89,3.93,4.38,0.21,3.21,0.71,45.2,0.33,0.76,0.39,0.52,2.3,0.12,-0.24,0.16,0.28,27.52,0.32,0.02,1.47,0.23,0.11,0.12,12,9,3,3.33,0.07,0.35,4.74,15.63,1,0,0,0.218127641225962,14.37,56.64,0.58,43.36,1
6.09,3.8,4.49,1.75,2.06,0.16,3.88,0.57,20.19,0.5,0.75,0.74,0.37,2.24,0.17,-0.1,0.07,0.48,11.58,0.23,0.04,2.18,1.24,0.1,0.06,28,6,14,5.4,0.05,1.26,2.4,7.15,0.48,2,0,0.184136639548653,14.41,59.54,0.4,46.04,1
5.42,4.02,6.53,4.03,4.72,0.43,3.29,0.48,30.88,0.42,1.44,0.46,0.47,2.26,0.18,-0.09,0.18,0.37,32.56,0.3,0.04,2.4,1.02,0.12,0.14,16,7,15,4.82,0.14,0.3,2.5,17.02,0.81,80,4,0.264883206766755,11.92,69.26,0.4,40.72,0.6
3.41,6.78,4.89,1.27,3.07,0.34,4.58,0.28,16.1,0.31,0.95,0.69,0.63,1.57,0.12,-0.13,0.4,0.11,28.25,0.3,0.03,1.02,0.99,0.09,0.1,22,7,5,5.14,0.04,0.29,3.92,1.08,0.6,0,0,0.172106721020573,15.69,54.41,0.63,41.16,1
6.44,4.89,3.42,3.94,3.26,0.41,2.94,0.52,44.02,0.33,1.95,0.44,0.45,1.58,0.16,-0.23,0.09,0.14,37.93,0.31,0.03,1.84,1.42,0.12,0.14,24,3,13,4.59,0.08,1.76,5.23,14.77,1.04,97,12,50.807701230446,51.12,573.95,0.4,364.44,0
6.23,6.59,5.39,4.51,3.45,0.12,4.53,0.5,34.38,0.45,1.84,0.55,0.31,2.83,0.2,-0.14,0.45,0.34,25.58,0.2,0.04,1.32,1.01,0.06,0.08,10,8,7,2.94,0.14,1.14,4.96,9.82,0.51,73,3,0.258049088236276,13,71.76,0.84,46.04,0.8
4.38,5,6,4.29,2.09,0.21,2.17,0.33,36.28,0.22,1.27,0.72,0.69,2.46,0.18,-0.24,0.35,0.37,34.13,0.19,0.03,0.67,0.53,0.14,0.14,30,10,2,5.12,0.09,1.4,3.25,11.09,0.87,40,5,0.145573573167123,17.91,126.85,0.85,81.24,0.8
4.13,3.45,4.74,3.78,1.92,0.46,4.18,0.58,47.7,0.16,0.98,0.33,0.39,2.75,0.1,-0.1,0.42,0.34,48.05,0.33,0.02,1.04,0.74,0.05,0.08,16,10,1,1.2,0.13,1.12,4.1,10.01,1.49,9,6,0.259280116273866,20.21,159.95,0.4,133.6,0.4
5.94,3.77,6,1.82,2.42,0.38,4.87,0.68,18.64,0.38,1.77,0.62,0.61,1.56,0.2,0,0.49,0.37,16.19,0.27,0.04,3.45,0.28,0.05,0.07,14,8,6,1.73,0.1,0.21,4.17,14.18,0.59,41,4,0.140952876304734,12.65,66.01,0.85,39.4,0.6
5.44,6.77,4.62,2.41,1.64,0.33,1.35,0.36,20.19,0.18,1.24,0.34,0.71,2.31,0.14,-0.27,0.06,0.4,17.22,0.22,0.02,1.71,0.97,0.1,0.05,24,10,1,1.72,0.03,1.51,5.55,8.96,1.05,0,0,0.184387422917381,14.39,66.03,0.58,52.08,1
4.53,4,5,3.95,1.85,0.33,3.09,0.61,31.6,0.47,1.14,0.5,0.32,1.81,0.19,-0.06,0.37,0.21,45.44,0.15,0.03,1.13,1.14,0.09,0.05,17,3,2,1.68,0.14,0.61,4.07,1.71,0.34,133,9,0.121478275613635,11.74,95.37,0.87,48.68,0.4
3.31,6.17,5.57,2.19,2.37,0.5,4.98,0.52,25.49,0.14,0.89,0.72,0.51,1.63,0.13,-0.29,0.21,0.12,13.33,0.16,0.04,1.95,1.17,0.14,0.15,15,8,2,1.39,0.06,1.85,5.37,10.85,1.15,4,0,0.213747443247198,16.66,67.23,0.6,50.84,1
4.23,4.05,4.82,4.92,1.66,0.15,3.21,0.41,46.51,0.45,1.61,0.36,0.4,2.55,0.12,-0.3,0.24,0.41,35.64,0.25,0.04,3.16,0.28,0.11,0.1,24,5,1,3.13,0.13,1.35,3.56,17.29,0.72,54,5,0.271749425336836,20.11,155.45,0.4,119.12,0.8
3.56,5.13,3.84,2.78,4.62,0.39,3,0.34,49.85,0.44,1.65,0.48,0.38,2.39,0.14,-0.19,0.39,0.25,44.96,0.27,0.03,2.04,1.16,0.11,0.09,11,10,12,5.18,0.08,1.63,1.68,14.44,1.24,15,2,0.217212548684788,16.69,85.51,0.53,64.64,0.8
5.36,5.99,3.6,1.45,5.12,0.42,1.63,0.6,32.65,0.43,1.49,0.43,0.71,2.07,0.1,-0.19,0.4,0.42,23.19,0.28,0.03,1.55,0.16,0.1,0.14,23,8,14,3.03,0.07,0.66,4.85,16.87,0.32,5,0,0.21680341278672,15.04,70.19,0.4,53.92,1
6.71,6.14,6.51,1.43,3.5,0.43,2.38,0.51,46.26,0.5,1.87,0.31,0.52,1.86,0.17,-0.14,0.26,0.36,44.9,0.24,0.03,3.29,0.68,0.14,0.05,27,4,7,3.91,0.05,0.95,4.48,10.3,0.95,48,2,0.179679436868835,11.86,64.56,0.76,44.04,0.8
5.69,4.95,6.17,1.27,4.09,0.15,4.55,0.55,15.7,0.34,1.48,0.65,0.39,1.68,0.18,-0.26,0.46,0.47,30.88,0.23,0.03,1.43,1,0.06,0.12,23,4,13,4.51,0.07,0.61,5.11,9.79,0.57,46,4,0.200995753560689,27.7,115.72,0.4,88.56,0.8
4.44,4.73,3.59,4.47,3.19,0.28,3.3,0.62,23.62,0.22,0.8,0.68,0.31,2.72,0.15,-0.17,0.35,0.2,15.77,0.27,0.04,2.74,0.95,0.13,0.09,19,7,13,2.71,0.1,1.45,1.42,14.32,1.05,22,2,0.172963373863057,18.81,118.29,0.84,94.52,0.8
5.56,6.34,4.54,4.83,4.53,0.15,3.55,0.4,40.67,0.35,1.32,0.39,0.47,1.69,0.13,-0.03,0.46,0.2,49.94,0.26,0.02,1.87,0.25,0.12,0.13,21,5,0,2.04,0.08,1.05,1.11,12.87,1.4,0,0,0.203977035808517,14.39,69.11,0.61,54.12,1
5.4,6.91,3.57,3.69,1.56,0.24,1.22,0.7,18.53,0.2,1.72,0.73,0.54,2.46,0.16,-0.09,0.45,0.27,49.57,0.24,0.02,2.32,0.98,0.12,0.07,25,9,13,2.33,0.05,1.7,5.04,14.26,0.75,0,0,0.184533865857451,14.4,77.02,0.66,60.76,1
3.36,4.72,6.07,4.24,1.59,0.13,4.7,0.5,39.04,0.46,1.63,0.52,0.5,2.31,0.19,-0.02,0.17,0.32,49.02,0.23,0.02,2.25,1.1,0.09,0.1,28,8,14,2.28,0.03,1.84,1.47,8.28,0.73,0,0,0.188194575672336,14.4,55.94,0.4,42.72,1
4.93,4.18,5.4,3.95,4.87,0.13,2.04,0.34,43.31,0.13,0.78,0.43,0.37,2.51,0.16,-0.17,0.1,0.15,42.99,0.28,0.03,2.12,0.61,0.12,0.12,19,4,2,1.51,0.06,1.59,2.34,19.64,0.47,7,3,0.201016492069274,18.54,97.85,0.66,79.28,0.8
4.44,4.28,3.37,4.25,2.38,0.15,4.52,0.28,20.65,0.19,0.95,0.66,0.51,2.45,0.13,-0.03,0.14,0.13,38.46,0.16,0.03,2.29,0.77,0.07,0.14,10,7,9,5.33,0.14,1.46,2.77,14.16,1.41,19,2,0.272474507307228,12.02,55.79,0.66,38.76,0.8
3.14,5.59,4.87,1.04,2.28,0.48,1.59,0.46,37.15,0.33,0.79,0.65,0.52,2.63,0.18,-0.26,0.19,0.37,30.66,0.2,0.02,0.73,1.03,0.06,0.08,20,7,0,3.48,0.03,1.71,1.2,16.81,1.06,40,4,0.152160270346597,10.73,70.4,1.17,40.72,0.6
6.64,5.53,5.85,3.07,2.33,0.45,1.15,0.41,23.25,0.23,1.06,0.55,0.74,2.91,0.1,-0.13,0.16,0.41,48.74,0.31,0.04,1.82,0.84,0.06,0.09,13,4,0,4.62,0.04,0.32,4.46,17.38,1.26,0,0,0.20115102162647,14.97,81.64,0.4,64.84,1
5.05,3.73,4.95,4.76,2.81,0.23,1.7,0.43,25.53,0.39,0.62,0.44,0.62,2.51,0.18,-0.06,0.16,0.34,30.52,0.16,0.04,2.01,0.88,0.15,0.11,29,10,0,1.19,0.03,1.27,3.97,8.89,0.81,1,0,0.156710963368471,14.42,61.95,0.68,48,1
6.43,4.93,5.76,3.51,3.06,0.22,2.71,0.44,20.68,0.29,0.5,0.74,0.4,2.37,0.19,-0.13,0.21,0.47,44.33,0.32,0.04,1.26,1.33,0.08,0.12,30,7,4,1.48,0.06,1.47,3.89,13.41,0.3,85,4,0.188928725060018,9.25,56.09,0.84,30.76,0.6
4.9,4.77,6.07,1.63,4.28,0.44,1.76,0.33,36.75,0.48,1.03,0.33,0.39,2.67,0.14,-0.21,0.16,0.12,23.65,0.33,0.03,1.01,0.33,0.07,0.1,20,7,14,5.37,0.11,0.62,1.65,1.82,0.75,23,1,0.147930804970035,18.47,96.61,0.4,73.76,1
4.67,5.1,5.23,1.28,2.02,0.16,1.19,0.27,35.96,0.26,0.7,0.53,0.62,1.92,0.16,-0.09,0.45,0.48,10.99,0.33,0.04,2.31,0.24,0.06,0.13,30,10,8,5.3,0.14,1.33,4.29,14.39,1.47,55,3,0.266250348529571,11.93,85.91,0.88,56.96,0.8
5.95,5.25,3.81,3.17,3.3,0.11,3.46,0.62,12.03,0.11,1.66,0.52,0.37,2.06,0.16,-0.05,0.09,0.37,48.24,0.26,0.02,1.76,0.59,0.12,0.08,21,5,5,3.86,0.07,1.45,3.71,14.13,0.48,0,0,0.222583654348814,14.44,65.14,0.56,49.28,1
4.28,4.87,5.14,1.76,5.08,0.34,1.69,0.33,44.18,0.26,1.29,0.48,0.55,1.69,0.19,-0.07,0.15,0.45,26.17,0.22,0.03,2.86,0.35,0.08,0.14,26,3,5,4.56,0.07,1.04,1.98,7.84,1.24,52,4,0.139345098223614,9.24,57.47,0.99,32.08,0.6
6.61,5,3.61,2.41,3.17,0.18,1.21,0.57,10.14,0.4,0.59,0.36,0.6,2.64,0.14,-0.14,0.07,0.37,20.02,0.26,0.03,0.67,0.82,0.13,0.1,28,4,15,5.43,0.11,1.76,5.02,16.85,0.43,8,10,0.136199673427948,17.08,198.58,0.63,100.52,0.2
5.37,5.58,6.18,1.05,1.89,0.32,1.49,0.35,40.29,0.36,0.67,0.57,0.57,2.23,0.11,-0.25,0.46,0.39,33.79,0.24,0.04,3.04,0.69,0.13,0.08,10,7,6,3.11,0.08,0.69,4,11.45,1.27,0,0,0.201200970824881,15.04,78.21,0.4,62.16,1
6.75,3.94,6.21,1.62,4.29,0.11,4.91,0.59,37.77,0.29,1.48,0.53,0.53,2.38,0.12,-0.2,0.23,0.19,41.4,0.33,0.03,1.86,0.58,0.06,0.12,25,9,8,3.05,0.15,1.94,4.79,7.47,1.4,8,4,0.281831752551291,18.94,97.22,0.85,72.6,0.6
3.4,3.47,4.88,3.72,2.14,0.14,1.3,0.68,42.93,0.37,1.6,0.75,0.55,2.08,0.15,-0.02,0.11,0.2,13.38,0.28,0.02,1.47,0.33,0.1,0.05,22,3,12,3.96,0.12,1.84,1.25,8.1,1.2,21,2,0.229492198270646,12.41,71.12,0.83,48.68,0.8
5.17,5.42,5.68,3.02,4.45,0.18,3.01,0.5,30.05,0.47,1.5,0.57,0.43,1.99,0.15,-0.24,0.46,0.43,17.24,0.28,0.03,3.01,0.16,0.09,0.07,14,8,14,5.8,0.1,1.91,3.53,9.71,0.99,7,3,0.140322453470632,19.84,97.84,0.66,79.2,0.8
5.84,3.6,6.21,2.52,1.9,0.45,2.64,0.42,36.05,0.35,1.85,0.36,0.51,2.56,0.12,-0.27,0.39,0.2,44.69,0.21,0.03,3.47,1.08,0.1,0.06,19,5,13,1.09,0.15,1.89,3.02,6.59,1.43,126,6,0.132963338888611,7.7,93.49,1.09,56.12,0.4
4.09,6.92,5.59,1.37,4.87,0.35,1.31,0.63,17.29,0.29,0.82,0.31,0.72,2.68,0.2,-0.21,0.48,0.46,24.33,0.31,0.03,0.95,0.57,0.14,0.07,16,4,7,1.56,0.12,1.37,3.54,5.51,1.39,13,6,0.276628756816325,28.73,189.16,0.55,129.12,0.6
3.8,3.67,3.52,3.93,3.27,0.49,2.39,0.47,17.77,0.32,1.31,0.47,0.64,1.79,0.12,-0.28,0.13,0.17,42.83,0.18,0.04,0.68,0.16,0.08,0.13,14,6,3,2.33,0.13,1.95,4.59,10.66,1.05,26,11,0.274278262696902,28.54,265.83,0.4,192.84,0.6
3.69,6.56,3.41,3.88,2.74,0.47,3.56,0.35,34.56,0.4,1.65,0.35,0.33,2.27,0.13,-0.29,0.36,0.29,12.78,0.25,0.02,2.53,0.86,0.08,0.12,29,6,11,1.07,0.04,0.45,1.07,12.9,1.14,0,0,0.173097558460661,15.07,72.29,0.4,57.32,1
5.12,6.74,6.05,2.78,4.33,0.2,3.04,0.58,19.58,0.38,1.89,0.65,0.7,1.97,0.13,-0.09,0.47,0.48,46.2,0.19,0.04,2.99,0.84,0.12,0.14,28,3,2,4.66,0.04,1.18,1.46,15.4,1.46,1,0,0.160983808623008,14.44,61.84,0.4,44.68,1
3.85,6.95,5.47,4.32,2.11,0.34,2.12,0.33,6.91,0.39,0.9,0.75,0.57,2.6,0.17,-0.13,0.39,0.3,36.35,0.24,0.03,3.05,1.03,0.07,0.11,26,10,8,4.33,0.14,1.04,1.45,12.03,0.69,130,10,4.46121212590891,8.75,107.66,0.94,46.04,0
6.23,6.61,4.33,1.91,4.61,0.28,3.47,0.32,37.93,0.13,1.46,0.42,0.53,2.83,0.13,-0.2,0.49,0.43,47.47,0.3,0.03,2.86,1.32,0.11,0.1,12,10,8,2.59,0.04,0.3,2.56,13.01,1.45,29,3,0.219871563920717,17.09,98.97,0.4,72.6,0.8
5.01,4.88,3.34,4.6,4.8,0.43,4.02,0.52,12.8,0.47,1.99,0.47,0.63,2.89,0.18,-0.21,0.44,0.35,27.07,0.31,0.03,1.82,1.37,0.06,0.11,14,7,7,4.41,0.04,0.87,4.85,15.08,0.89,8,5,0.185106110002591,20.51,175.82,0.4,93.16,0.6
3.92,6.42,6.96,3.47,4.93,0.21,4.88,0.29,22.48,0.39,1.13,0.47,0.56,2.62,0.17,-0.23,0.36,0.24,27.89,0.26,0.03,2.11,0.26,0.07,0.09,10,5,11,4.49,0.14,0.6,4.86,7.03,1.47,133,13,0.258509813744367,28.28,220.8,0.87,139.08,0.2
