controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
4.69,4.29,3.76,4.97,2.8,0.28,1.06,0.33,23.96,0.21,0.69,0.63,0.56,2.68,0.14,-0.28,0.22,0.38,24.69,0.23,0.02,1.82,0.27,0.07,0.1,27,3,0,3.81,0.11,0.57,5.51,2.74,0.69,44,7,2.29162850487045,17.06,138.63,0.41,96.32,0.4
5.37,3.15,6.05,3.95,3.91,0.33,2.53,0.54,26.22,0.24,1.64,0.39,0.54,2.48,0.11,-0.08,0.39,0.18,48.64,0.31,0.02,2.31,0.1,0.09,0.09,12,10,7,4.22,0.02,1.89,4.14,9.71,0.84,0,0,0.176968088541991,14.39,62.68,0.64,46.68,1
3.2,5.06,3.35,1.28,2.79,0.13,1.18,0.65,23.73,0.19,1.57,0.52,0.49,1.54,0.17,-0.29,0.17,0.14,41.97,0.32,0.03,1.81,0.5,0.09,0.07,20,7,3,4.73,0.1,0.55,4.65,4.46,1.1,31,6,0.141681537902235,22.43,170.38,0.56,121.76,0.8
5.64,4.51,5.37,4.03,4.83,0.23,1.1,0.65,30.06,0.41,1.27,0.65,0.66,1.78,0.2,-0.15,0.42,0.19,41.87,0.18,0.02,1.01,0.74,0.05,0.11,10,5,7,2.6,0.02,1.26,5.69,14.84,0.32,0,0,0.154709932211817,14.4,79.79,0.4,60.2,1
3.97,4.36,6.46,3.73,2.71,0.23,1.89,0.25,26.47,0.13,1.3,0.5,0.36,2.38,0.16,-0.02,0.12,0.36,23.4,0.16,0.02,0.84,1.07,0.08,0.15,21,9,15,1.85,0.14,1.86,5.45,4.36,1.43,30,2,0.245658404110966,12.24,64.85,0.81,38.08,0.8
4.39,3.81,4.64,4.43,5.04,0.11,2.69,0.58,5.78,0.15,0.8,0.54,0.31,2.83,0.11,-0.09,0.25,0.46,27.01,0.28,0.02,3.23,1.27,0.07,0.15,10,10,7,4.84,0.13,1.49,2.45,15.1,0.52,25,2,0.264949879634195,11.84,85.64,0.71,56.68,0.8
6.11,5,4.4,2.05,3.38,0.35,1.83,0.32,27.99,0.32,1.29,0.44,0.43,2.35,0.17,-0.27,0.49,0.24,25.03,0.16,0.02,1.89,0.39,0.14,0.09,24,9,13,3.71,0.03,1.6,3.51,3.19,0.85,0,0,0.187551114922951,15.09,66.83,0.63,49.2,1
6.72,3.39,4.98,2.6,4.17,0.32,3.98,0.37,7.34,0.44,1.56,0.58,0.33,2.91,0.12,-0.13,0.39,0.44,48.57,0.28,0.04,1.55,0.4,0.05,0.07,15,4,1,2.17,0.02,1.48,2.97,11.37,1.05,4,12,0.177662849017037,31.49,287.8,0.4,206.84,0.2
3.98,4.14,6.22,2.12,2.86,0.28,3.86,0.68,32.03,0.35,0.68,0.36,0.34,1.79,0.15,-0.14,0.11,0.31,29.66,0.3,0.02,0.81,1.42,0.05,0.08,27,6,7,5.93,0.15,1.51,5.09,10.88,1.18,58,4,0.132178823596374,10.4,67.03,0.84,33.4,0.6
5.7,3.53,6.31,2,4.2,0.41,3.93,0.69,38.59,0.24,1.77,0.66,0.72,2.84,0.11,-0.27,0.32,0.33,14.37,0.25,0.02,0.91,0.32,0.1,0.14,12,8,11,1.18,0.03,0.85,3.5,9.13,1,0,0,0.169205633269765,14.42,41.28,0.4,28.04,1
6.13,3.28,3.04,4.79,2.78,0.46,1.03,0.46,9.7,0.34,0.63,0.71,0.71,2.07,0.1,-0.04,0.05,0.34,49.03,0.29,0.03,3.45,0.83,0.12,0.13,10,8,9,1.06,0.08,1.1,4.27,17.77,0.7,25,2,0.217981067429429,12.17,101.22,0.8,72.6,0.8
6.81,4.51,3.14,1.94,1.75,0.29,1.06,0.61,16.96,0.39,1.44,0.39,0.74,2.88,0.18,-0.29,0.42,0.47,33.55,0.29,0.04,1.82,0.5,0.15,0.05,15,8,12,2.66,0.05,0.65,4.1,4.7,0.73,0,1,0.182881089476806,21.88,133.44,0.67,103.2,1
5.6,6.38,3.48,4.3,1.92,0.16,2.9,0.5,23.95,0.12,1.48,0.61,0.66,1.72,0.15,-0.17,0.43,0.46,43.8,0.31,0.02,2.27,0.88,0.09,0.13,18,10,9,1.95,0.05,0.27,3.1,1.96,1.22,49,4,0.175691450879716,12.17,65.44,0.4,36.72,0.6
6.07,5.75,5.23,1.97,5.09,0.2,1.45,0.45,28.28,0.18,1.02,0.54,0.5,2.93,0.12,-0.05,0.18,0.47,48.36,0.24,0.04,0.98,0.2,0.06,0.13,22,3,9,4.55,0.14,0.97,1.96,15.71,0.73,146,8,0.132296806905139,5.51,70.38,1.44,25.44,0.2
5.27,4.08,6.79,2.66,3.6,0.43,2.44,0.57,5.44,0.29,0.81,0.45,0.58,2.06,0.13,-0.08,0.45,0.34,22.82,0.2,0.03,3.21,1.47,0.11,0.08,15,4,14,1.81,0.11,0.82,1.76,8.94,0.79,40,2,0.118172624385863,11.67,62.43,0.83,38.08,0.8
4.14,3.49,4.12,2.5,5.02,0.33,1.35,0.26,10.79,0.34,1.54,0.55,0.73,2.7,0.17,-0.27,0.25,0.5,20.83,0.29,0.03,2.76,0.24,0.08,0.08,16,8,9,4.44,0.13,1.21,1.79,5.28,1.46,5,8,0.270341423316736,33.21,228.56,0.7,181.56,0.6
5.23,6.87,4.65,4.16,2.04,0.25,1.28,0.58,18.79,0.22,1.25,0.59,0.42,1.79,0.14,-0.05,0.25,0.43,27.79,0.32,0.04,1.65,1.36,0.1,0.14,29,9,9,5.41,0.12,0.95,4.75,10.39,1.24,29,2,0.15370730645617,12.09,75.72,0.82,48.8,0.8
5.19,6.59,3.53,2.31,3.52,0.42,4.45,0.41,37.43,0.37,1.72,0.55,0.56,1.97,0.14,-0.15,0.48,0.44,40.64,0.2,0.02,0.99,1.36,0.12,0.13,22,6,7,3.32,0.14,1.82,4.76,15.28,1.24,38,8,0.265151428155498,30.36,223.01,0.4,151,0.6
5.39,5.72,3.16,2.89,5.16,0.11,2.91,0.31,7.52,0.1,0.8,0.35,0.7,2.17,0.15,-0.21,0.19,0.43,39.02,0.21,0.04,0.65,1.42,0.12,0.12,16,9,8,3.52,0.04,1.7,1.71,10.04,1.25,9,8,0.189072746432625,26.28,232.81,0.4,143.04,0.4
4.11,4.13,6.81,4.69,3.26,0.49,2.07,0.43,22.82,0.25,1.79,0.41,0.55,2.98,0.12,-0.16,0.42,0.19,32.12,0.3,0.03,1.84,0.69,0.07,0.12,12,4,11,3.03,0.05,1.35,4.47,13.61,1.44,4,5,0.182976584290289,16.62,151.85,0.4,85.72,0.6
3.33,5.43,5.25,3.65,1.94,0.18,1.28,0.25,33.32,0.35,0.91,0.73,0.71,1.62,0.15,-0.17,0.09,0.32,17.2,0.31,0.04,2.48,0.55,0.06,0.08,19,4,1,2.47,0.08,0.43,2.43,14.45,0.87,6,3,0.195585783173935,18.24,119.8,0.89,90.68,0.8
3.86,5.04,6.81,1.46,4.43,0.39,1.21,0.54,26.52,0.19,0.5,0.37,0.69,2.61,0.13,-0.19,0.18,0.45,33.16,0.27,0.02,2.64,1.07,0.07,0.14,14,8,5,4.76,0.11,1.38,4.26,11.44,1.03,0,0,0.136097691176288,15.39,85.91,0.57,63.32,1
5,3.75,3.47,2.61,2.76,0.37,3.22,0.64,22.89,0.26,1.84,0.72,0.66,2.46,0.2,-0.25,0.43,0.44,39.32,0.31,0.02,2.57,1.43,0.07,0.07,10,5,7,1.78,0.1,1.39,4.61,12.72,0.63,109,11,0.877872959895648,17.71,109.69,0.41,60.12,0
5.57,3.17,3.79,3.97,2.16,0.43,4.93,0.28,12.72,0.47,0.98,0.33,0.59,1.61,0.2,-0.27,0.34,0.44,45.02,0.24,0.04,1.56,0.25,0.08,0.09,26,9,0,4.56,0.13,0.23,3.15,8.62,1.49,83,12,2.00100439345698,25.74,198.66,0.88,128.24,0
6.1,3.25,5.13,5,3.45,0.14,4.38,0.32,8.26,0.14,1.75,0.52,0.34,2.96,0.18,-0.18,0.31,0.34,19.18,0.27,0.04,1.06,1.44,0.11,0.1,27,7,7,4.77,0.03,1.71,1.02,13.13,0.55,3,1,0.177018942290708,18.17,89.44,0.62,68.36,1
6.21,6.07,4.43,3.52,2.29,0.39,4.59,0.59,19.35,0.36,0.86,0.5,0.55,2.2,0.18,-0.1,0.23,0.13,42.6,0.26,0.02,3.12,0.39,0.1,0.12,11,8,2,1.23,0.08,1.22,1.58,4.92,1.21,64,4,0.187146657536832,12.65,68.23,0.67,39.4,0.6
6.15,5.83,4.07,3.15,3.87,0.3,1.75,0.43,9.71,0.4,1.1,0.57,0.52,2.31,0.12,-0.03,0.37,0.35,19.1,0.19,0.02,3.47,0.14,0.14,0.1,13,10,1,3.19,0.08,1.46,5.65,4.29,1.01,31,2,0.195058397250309,12.28,91.11,0.4,63.32,0.8
3.72,6.18,3.08,2.95,4.27,0.12,1.63,0.56,21.99,0.34,1.52,0.54,0.55,2.02,0.15,-0.06,0.25,0.34,44.64,0.32,0.04,3.08,1.18,0.12,0.13,27,9,13,1.18,0.03,1.49,3.55,15.76,0.41,33,3,0.179283103709266,12.29,75.91,0.86,47.36,0.8
4.48,5.61,5.05,1.47,2.84,0.12,4.39,0.55,21.67,0.29,1.36,0.39,0.34,2.74,0.17,-0.3,0.38,0.2,41.98,0.2,0.03,3.35,0.39,0.09,0.1,23,8,3,4.77,0.1,0.48,5.52,15.67,1.03,86,14,0.983878751087554,23.04,222.76,0.4,137.04,0
5.96,6.47,5.66,2.61,1.74,0.1,1.09,0.51,19.64,0.37,1.86,0.5,0.64,1.59,0.11,-0.09,0.21,0.45,34.69,0.21,0.04,3.08,1.46,0.08,0.08,11,3,7,5.62,0.09,1.24,2.38,13.88,0.55,76,4,0.19345051741879,11.48,84.67,0.9,48.76,0.6
4.73,5.3,5.06,2.04,3.75,0.11,4.14,0.51,22.27,0.36,1.89,0.46,0.62,2.98,0.11,-0.06,0.5,0.39,44.36,0.28,0.04,1.68,1.33,0.13,0.08,17,9,4,3.01,0.09,1.66,5.27,4.65,0.47,56,4,0.184849377066961,9.33,70.55,0.85,40.08,0.6
4.64,4.99,4.69,1.06,4.55,0.3,2.36,0.6,14.15,0.35,0.65,0.73,0.5,2.53,0.16,-0.06,0.49,0.4,30.17,0.24,0.02,2.75,0.87,0.09,0.06,13,8,1,2.87,0.1,0.63,3.61,14.38,1.13,26,2,0.186923818196963,12.15,72.41,0.84,47.36,0.8
5.28,4.84,5.7,4.83,2.97,0.41,4.89,0.57,14.19,0.33,1.04,0.37,0.43,1.97,0.16,-0.17,0.38,0.41,25.74,0.34,0.03,2.44,1.09,0.14,0.1,15,5,9,5.82,0.02,0.29,4.7,19.17,0.82,4,5,0.132993905545271,30.57,191.08,0.4,153.68,1
5.32,3.02,7,3.24,1.66,0.36,1.33,0.66,9.4,0.41,1.75,0.41,0.58,2.19,0.2,-0.19,0.22,0.32,24.92,0.32,0.04,1.66,1.22,0.09,0.08,11,8,0,1.05,0.04,0.69,5.23,7.31,1.19,0,0,0.18712440286404,14.44,71.41,0.63,53.08,1
5.81,3.2,3.06,2.87,4.08,0.37,3.75,0.49,36.69,0.45,1.22,0.7,0.69,2.02,0.11,-0.11,0.42,0.35,25.39,0.32,0.03,3.48,1.49,0.15,0.11,20,6,0,1.79,0.12,1.6,2.89,19.83,0.98,73,9,0.248179404617028,9.81,91.49,1,53.36,0.2
4.49,5.4,6.87,3.02,4.73,0.47,2.56,0.27,12.88,0.12,0.67,0.31,0.74,2.43,0.11,-0.13,0.27,0.3,18.86,0.16,0.02,1.49,0.38,0.13,0.14,29,10,9,5.96,0.05,1.94,4.08,18.85,0.39,37,4,0.181850546831763,16.21,130.67,0.91,92.56,0.8
5.75,5.82,6.14,2.5,3.18,0.17,4.4,0.45,10.12,0.46,0.82,0.42,0.39,2.72,0.11,-0.07,0.36,0.3,24.52,0.31,0.04,1.52,0.29,0.11,0.08,14,9,4,4.47,0.03,0.41,5.66,6.43,0.84,0,0,0.189753441307449,14.4,66.44,0.4,48.8,1
4.03,3.93,5.33,1.54,4.88,0.11,1.55,0.43,8.96,0.45,0.56,0.33,0.34,1.95,0.16,-0.09,0.07,0.1,38.25,0.26,0.03,2.66,0.49,0.1,0.11,25,3,8,1.68,0.05,1.03,2.83,2.45,1.4,52,4,0.166509294402238,11.23,67.94,0.78,36.56,0.6
5.82,3.51,4.02,3.37,2.1,0.3,4.56,0.44,22.05,0.2,1.89,0.64,0.46,2.66,0.16,-0.1,0.07,0.45,26.76,0.34,0.02,3.38,0.81,0.05,0.1,16,10,15,5.8,0.1,0.48,4.25,13.45,0.78,82,4,0.164380378739399,13.29,77.42,0.9,44.68,0.8
4.14,3.72,3.25,3.76,2.35,0.15,4.56,0.66,7.22,0.11,1.85,0.36,0.41,2.01,0.14,-0.12,0.35,0.15,24.24,0.24,0.04,1.14,0.78,0.07,0.14,13,3,7,2.97,0.04,1.02,1.54,16.96,1.29,4,0,0.19530630997071,14.52,119.99,0.61,92.52,1
3.17,6.05,5.31,2.02,2.47,0.45,3.48,0.36,7.42,0.45,1.85,0.31,0.7,1.73,0.1,-0.25,0.5,0.32,27.65,0.29,0.03,0.66,1.25,0.13,0.09,10,4,4,3.75,0.08,1.03,2.23,4.61,0.58,147,13,26.7709154268909,40.04,353.8,0.4,226.76,0
3.21,5.52,4.79,4.34,5.08,0.35,1.5,0.25,31.57,0.3,1.71,0.4,0.67,1.99,0.17,-0.06,0.06,0.19,40.39,0.3,0.03,1.72,1.17,0.06,0.09,20,4,11,4.31,0.06,1.72,3.48,8.83,0.92,25,2,0.215825779139952,12.4,77.01,0.84,48,0.8
5.06,6.42,3.41,4.46,4.14,0.42,1.61,0.32,27.22,0.46,0.69,0.33,0.31,1.55,0.16,-0.06,0.48,0.21,17.28,0.25,0.04,0.82,0.43,0.1,0.11,26,9,14,1.13,0.06,0.82,4.82,10.55,1.27,0,0,0.184968531081869,14.48,70.02,0.57,48.08,1
4.58,4.03,5.74,2.26,1.83,0.25,3.93,0.66,16.62,0.34,1.3,0.43,0.55,2.86,0.18,-0.02,0.17,0.44,37.33,0.27,0.02,3.17,0.82,0.11,0.07,21,9,6,2.83,0.14,0.26,1.82,12.12,1.47,93,6,0.279509368857108,8.37,72.72,1.05,33.4,0.4
5.33,3.79,5.96,4.16,4.83,0.12,3.89,0.57,22.5,0.28,1.42,0.73,0.52,2.31,0.12,-0.12,0.14,0.21,15.48,0.16,0.03,3.15,1.21,0.12,0.06,19,7,2,3.2,0.12,0.29,2.17,2.61,0.55,45,7,0.256052513378204,15.27,132.43,0.72,76.08,0.4
4.13,3.65,6.62,4.51,1.6,0.4,2.9,0.49,25.97,0.37,0.65,0.53,0.65,1.84,0.15,-0.05,0.05,0.11,20.54,0.19,0.04,1.31,1.38,0.1,0.12,16,10,3,3.2,0.13,1.3,1.97,13.96,1.11,64,4,0.276371730829576,9.79,60.49,1.1,26.76,0.6
5.51,4.47,3.08,2.87,1.98,0.34,3.56,0.31,38.4,0.3,1.65,0.47,0.5,2.14,0.13,-0.12,0.1,0.4,34.53,0.22,0.04,3.01,1.11,0.08,0.08,29,7,1,4.8,0.05,0.41,5.83,6.83,1.12,0,0,0.152884472001703,14.41,62.43,0.4,48.12,1
6.06,3.25,4.2,1.75,4.03,0.4,1.26,0.4,29.21,0.43,1.07,0.37,0.58,1.78,0.12,-0.25,0.43,0.48,15.58,0.32,0.04,0.75,0.49,0.1,0.1,12,8,4,4.29,0.03,0.57,2.79,19.17,1.23,10,5,0.175934233611842,18.74,140.28,0.4,84.2,0.6
3.42,4.52,4.91,1.84,1.75,0.17,4.93,0.3,19.74,0.41,0.52,0.55,0.6,1.82,0.16,-0.14,0.09,0.27,39.45,0.29,0.03,2.84,1.36,0.05,0.13,20,9,8,2.37,0.14,0.47,4.39,8.09,0.83,42,4,0.118646718025057,9.75,64.74,0.78,33.4,0.6
6.16,6.68,5.72,1.22,5.15,0.25,1.19,0.35,34.79,0.34,1.31,0.51,0.7,1.64,0.15,-0.24,0.17,0.41,11.97,0.29,0.03,1.47,0.6,0.13,0.12,14,9,6,2.01,0.12,0.96,2.58,2.53,1.11,85,5,0.158248794094689,12.39,92.64,1.1,56.12,0.6
5.8,6.78,6.16,4.01,4.54,0.32,3.28,0.47,37.74,0.31,1.17,0.73,0.37,2.3,0.2,-0.22,0.05,0.42,38.74,0.35,0.02,3,0.19,0.12,0.09,23,3,5,3.06,0.15,1.3,5.65,7.34,0.46,82,8,0.2155062205791,35.99,181.44,0.84,129.12,0.2
3.77,5.16,6.18,4.96,4.23,0.35,3.45,0.36,36.05,0.29,0.53,0.44,0.63,2.56,0.16,-0.17,0.26,0.44,14.63,0.21,0.03,2.43,1.35,0.08,0.15,25,9,1,4.1,0.12,1.04,1.7,17.08,0.57,29,3,0.169430859748587,17.75,116.84,0.58,81.92,0.8
4.68,6.84,3.87,2.19,3.1,0.28,4.26,0.41,25.95,0.16,1.27,0.47,0.31,2.27,0.18,-0.28,0.22,0.22,12.44,0.3,0.02,1.47,0.2,0.11,0.06,24,9,10,1.32,0.03,1.16,4.47,1.55,0.92,0,0,0.189412394386515,14.41,61.86,0.55,44.68,1
3.09,4.73,6.7,3.41,3.71,0.22,3.53,0.52,11.95,0.46,0.79,0.54,0.35,2.29,0.14,-0.12,0.44,0.48,46.92,0.26,0.02,1.68,0.69,0.09,0.11,18,9,10,1.87,0.14,0.93,3.65,17.7,0.63,72,5,0.11172761003441,10.87,109.67,0.71,60,0.6
4.03,6.8,3.5,2.06,2.54,0.36,3.02,0.47,30.01,0.18,1.69,0.55,0.45,2.65,0.1,-0.23,0.13,0.13,26.35,0.16,0.02,2.41,0.22,0.12,0.08,12,4,15,4.5,0.15,1.41,3.47,14.17,1,42,3,0.265546069480862,23.13,129.43,0.4,90.56,0.8
5.46,4.24,4.59,2.23,4.35,0.11,3.74,0.52,21.54,0.2,1.48,0.65,0.71,1.83,0.14,-0.19,0.06,0.27,28.45,0.2,0.04,0.68,0.66,0.09,0.12,15,6,2,3.84,0.1,1.25,2.7,4.16,1.23,1,2,0.139468803015595,13.91,73.22,0.4,36.04,0.8
6.05,5.79,3.72,1.74,4.37,0.43,3.55,0.6,39.06,0.31,1.81,0.41,0.35,2.64,0.12,-0.23,0.32,0.41,30.49,0.27,0.03,3.05,0.46,0.07,0.09,19,6,5,3.28,0.08,0.65,1.5,2.17,0.87,0,0,0.180479126761351,16.35,76.72,0.4,56.68,1
5.91,6.41,3.6,3.82,3.11,0.28,1.36,0.29,29.72,0.27,0.53,0.71,0.64,2.94,0.13,-0.21,0.32,0.35,47.24,0.21,0.03,2.07,1.29,0.08,0.15,22,7,9,5.08,0.08,2,1.3,14.06,0.8,27,3,0.19980530859486,17.34,109.73,0.85,79.2,0.8
3.42,3.48,6.02,2.62,3.43,0.27,4.74,0.6,35.31,0.21,0.54,0.51,0.38,2.46,0.1,-0.2,0.3,0.44,48.75,0.27,0.03,2.62,0.92,0.11,0.08,29,5,1,4.15,0.08,1.55,3.27,15.63,0.33,24,4,0.188320290748055,17.8,124.96,0.64,88.56,0.8
3.52,4.3,6.78,4.2,3.45,0.24,2.1,0.37,23.05,0.19,1.31,0.32,0.66,2,0.11,-0.18,0.11,0.46,45.24,0.34,0.02,0.63,1.5,0.11,0.09,12,5,7,4.51,0.15,0.86,4.2,13.31,1.06,10,2,0.25841021513869,17.21,119.95,0.74,88.8,0.8
6.65,4.34,4.02,3.4,5,0.3,2.62,0.56,32.32,0.4,1.92,0.67,0.39,2.8,0.14,-0.21,0.12,0.38,34.01,0.33,0.03,0.76,0.96,0.08,0.12,11,4,1,4.44,0.07,1.4,5.73,12.43,1.02,0,0,0.143090689411809,18.29,79.26,0.65,58.44,1
5.44,5.83,3.9,3.35,2.63,0.31,2.49,0.63,7.48,0.49,1.33,0.66,0.4,2.5,0.15,-0.21,0.34,0.29,15.3,0.34,0.04,1.59,1.22,0.11,0.08,22,4,10,3.04,0.14,1.06,1,10.54,0.82,36,6,0.255115572125969,19.1,164.15,0.99,96.52,0.6
5.2,3.96,6.84,2.68,2.76,0.41,1.6,0.5,36.44,0.21,0.54,0.48,0.36,1.65,0.13,-0.12,0.06,0.36,18.24,0.33,0.04,2.78,0.37,0.09,0.09,19,4,2,2.17,0.12,0.27,4.34,15.39,0.32,0,0,0.29099251082259,14.32,66.23,0.4,48.4,1
6.77,3.68,4.85,2.49,2.69,0.37,2.87,0.68,16.61,0.36,1.12,0.68,0.56,2.73,0.11,-0.09,0.32,0.29,49.24,0.33,0.04,1.13,1.49,0.12,0.15,23,4,7,5.9,0.04,1.97,2.41,15.07,0.51,0,0,0.193899319517895,14.44,55.38,0.67,38.72,1
3.1,4.52,4.42,2.05,3.38,0.42,1.09,0.27,37.19,0.13,0.81,0.74,0.66,2.5,0.13,-0.2,0.19,0.49,49.84,0.31,0.03,3.27,0.9,0.13,0.13,18,4,3,2.08,0.14,0.37,1.3,13.24,0.83,13,6,0.109670510518579,21.05,205.68,0.75,144.16,0.6
4.81,5.09,3.56,4.86,3.79,0.46,1.85,0.25,32.48,0.14,1.51,0.74,0.7,2.9,0.12,-0.14,0.13,0.15,11.12,0.32,0.02,0.56,1.04,0.1,0.06,20,6,1,5.89,0.09,0.72,5.64,5.07,1.49,0,0,0.131661960605355,15.17,60.72,0.54,44.04,1
5.11,6.04,4.82,1.6,2.79,0.28,1.18,0.51,21.96,0.11,1.21,0.5,0.56,2.73,0.17,-0.12,0.28,0.17,23.87,0.34,0.03,1.78,0.65,0.06,0.09,15,5,11,3.94,0.04,1.05,3.96,19.83,1.14,31,2,0.184379245330241,12.75,76.43,0.65,50.72,0.8
4.77,4.45,4.07,2.57,3.41,0.49,1.61,0.4,18.72,0.14,1.27,0.32,0.74,2.44,0.16,-0.19,0.24,0.48,47.16,0.21,0.04,0.63,1.28,0.08,0.1,30,9,1,5.01,0.04,1.54,1.05,9.31,0.51,37,8,0.174143301242678,29.46,221.48,0.65,172.28,0.8
5.96,3.82,5.9,3.38,2.03,0.38,2.41,0.26,17.39,0.14,0.99,0.44,0.66,2.02,0.15,-0.21,0.12,0.46,18.4,0.34,0.02,2.16,1.1,0.14,0.07,22,4,9,3.74,0.1,0.24,5.74,14.43,1.13,4,3,0.161013264768064,21.75,121.18,0.68,92.12,1
6.78,5.79,6.4,1.31,4.77,0.22,2.64,0.25,34.57,0.34,1.37,0.43,0.39,1.71,0.15,-0.01,0.38,0.49,29.09,0.31,0.02,2.34,0.55,0.06,0.09,24,9,11,3.49,0.02,0.54,4.93,1.79,0.81,0,0,0.178551829807095,14.39,56.38,0.6,40.8,1
4.73,4.32,5.69,2.16,2.25,0.15,4.27,0.71,24.94,0.49,0.85,0.48,0.67,2.13,0.19,-0.23,0.41,0.17,31.86,0.16,0.04,3.06,1.27,0.08,0.08,16,4,9,1.52,0.04,0.51,4.47,16.43,1.39,155,14,1.06639386469601,21.81,163.95,1.09,96.52,0
3.05,5.14,3.48,2,3.63,0.5,4.17,0.66,27.18,0.35,0.79,0.67,0.41,2.61,0.18,-0.02,0.46,0.23,30.32,0.18,0.04,0.91,1.08,0.12,0.13,22,4,11,4.11,0.06,0.42,3.63,2.18,0.98,30,4,0.179040059284023,9.31,65.08,1.12,34.72,0.6
3.66,4.57,3.62,4.19,2.87,0.35,3.97,0.43,31.86,0.18,1.74,0.42,0.73,2.9,0.11,-0.23,0.44,0.38,43.88,0.3,0.03,2.03,1.14,0.1,0.06,11,4,3,1.65,0.09,1.25,2.47,5.55,1.45,11,15,0.813547065074324,45.39,367.33,0.4,232.76,0
3.63,4.05,4.71,3.87,2.77,0.22,4.4,0.64,14.71,0.27,1.07,0.35,0.67,2.09,0.15,-0.14,0.46,0.31,44.72,0.28,0.03,1.89,1,0.14,0.11,18,6,5,5.06,0.04,1.24,1.06,7.18,1.44,0,0,0.168713821385821,14.44,86.48,0.62,64.44,1
4.68,5.66,3.19,1.43,3.59,0.4,2.61,0.27,9.06,0.3,1.87,0.32,0.48,2.88,0.12,-0.21,0.39,0.43,28.61,0.15,0.04,1.63,0.43,0.07,0.05,22,6,9,4.93,0.14,0.61,5.24,16.11,0.33,76,9,0.272602855113759,6.77,80.6,1.33,40.72,0.2
4.44,5.2,4.71,4.09,1.64,0.46,2.16,0.58,25.7,0.19,1.24,0.31,0.6,1.68,0.18,-0.05,0.48,0.49,14.52,0.35,0.02,1.15,0.35,0.09,0.12,20,7,0,5,0.13,0.67,1.29,4.8,1.2,29,2,0.13620159959866,12.14,70.89,0.87,44.68,0.8
4.1,4.57,4.27,1.68,4.83,0.31,2.31,0.55,16.16,0.31,0.58,0.72,0.38,2.4,0.13,-0.18,0.25,0.46,19.53,0.28,0.02,2.14,1.4,0.08,0.13,16,6,8,2.14,0.11,1.82,5.76,11.91,0.61,0,0,0.152171879321964,16.04,77.05,0.68,55,1
5.5,4.88,6.92,3.54,2.9,0.2,4.18,0.66,8,0.1,1.58,0.67,0.45,1.75,0.13,0,0.48,0.23,25.02,0.29,0.02,3.25,0.26,0.14,0.15,11,9,14,1.49,0.07,0.61,4.56,6.24,1.12,86,4,0.204374917784792,10.75,77.38,0.87,43.36,0.6
6.66,5.25,5.45,2.32,2.39,0.27,3.88,0.6,8.93,0.26,1.31,0.58,0.63,2.16,0.16,-0.09,0.05,0.17,14.91,0.2,0.03,2.17,0.8,0.1,0.12,27,3,3,4.3,0.06,0.61,5.97,13.79,0.97,79,3,0.198049198509251,12.08,79.8,0.78,48.68,0.8
4.85,5.26,4.28,1.11,3.57,0.28,1.66,0.32,24.18,0.25,1.34,0.58,0.65,1.51,0.12,-0.05,0.25,0.18,36.96,0.18,0.03,2.93,1.09,0.13,0.14,27,7,10,3.8,0.06,1.37,4.45,17.21,0.68,26,2,0.209171277590981,12.69,73.57,0.59,48,0.8
5.69,6.42,5.98,4.52,3.77,0.12,1.41,0.44,13.54,0.27,1.22,0.62,0.72,2.51,0.15,-0.19,0.12,0.46,27.43,0.2,0.04,2.13,0.46,0.11,0.12,28,4,7,5.64,0.09,1.76,1.14,19.49,1.03,12,7,0.179993191411731,26.84,188.13,0.56,124.24,0.6
4.19,5.97,6.98,1.91,4.03,0.21,2.96,0.57,33.7,0.37,0.71,0.61,0.42,2.52,0.17,-0.08,0.2,0.16,26.55,0.3,0.04,2.6,0.32,0.13,0.07,30,6,4,5.57,0.14,0.29,1.32,3.49,0.85,69,4,0.279499372111521,12.29,78.44,0.78,40.32,0.8
3.57,4.98,4.43,3.55,3.11,0.5,4.71,0.33,35.33,0.48,0.95,0.31,0.73,2.88,0.14,-0.11,0.13,0.37,28.49,0.32,0.04,2.07,0.54,0.08,0.07,26,9,4,1.98,0.07,1.3,2.29,4.89,1.07,0,0,0.217028599428772,14.39,65.96,0.6,47,1
4.05,5.35,4.48,3.8,5.08,0.23,4.08,0.3,33.69,0.4,0.61,0.52,0.38,2.73,0.18,-0.1,0.31,0.16,39.59,0.18,0.04,1.92,0.1,0.13,0.1,29,6,14,3.29,0.12,0.34,3.05,5.33,1.47,69,6,0.154039839737165,7.43,71.77,1.2,33.4,0.4
